Month,Day,Period,Profile
2,17,17,0.000351788
2,17,18,0.000409743
2,17,19,0.000406638
2,17,20,0.000385709
2,17,21,0.000353025
2,17,22,0.000297417
2,17,23,0.000199322
2,17,24,0.000107229
2,18,1,7.10E-05
2,18,2,6.25E-05
2,18,3,6.08E-05
2,18,4,6.22E-05
2,18,5,6.81E-05
2,18,6,0.000107371
2,18,7,0.000266829
2,18,8,0.000396439
2,18,9,0.000351164
2,18,10,0.000268339
2,18,11,0.000224549
2,18,12,0.000209317
2,18,13,0.000221478
2,18,14,0.000228054
2,18,15,0.000233684
2,18,16,0.000265592
2,18,17,0.000351788
2,18,18,0.000409743
2,18,19,0.000406638
2,18,20,0.000385709
2,18,21,0.000353025
2,18,22,0.000297417
2,18,23,0.000199322
2,18,24,0.000107229
2,19,1,7.10E-05
2,19,2,6.25E-05
2,19,3,6.08E-05
2,19,4,6.22E-05
2,19,5,6.81E-05
2,19,6,0.000107371
2,19,7,0.000266829
2,19,8,0.000396439
2,19,9,0.000351164
2,19,10,0.000268339
2,19,11,0.000224549
2,19,12,0.000209317
2,19,13,0.000221478
2,19,14,0.000228054
2,19,15,0.000233684
2,19,16,0.000265592
2,19,17,0.000351788
2,19,18,0.000409743
2,19,19,0.000406638
2,19,20,0.000385709
2,19,21,0.000353025
2,19,22,0.000297417
2,19,23,0.000199322
2,19,24,0.000107229
2,20,1,7.10E-05
2,20,2,6.25E-05
2,20,3,6.08E-05
2,20,4,6.22E-05
2,20,5,6.81E-05
2,20,6,0.000107371
2,20,7,0.000266829
2,20,8,0.000396439
2,20,9,0.000351164
2,20,10,0.000268339
2,20,11,0.000224549
2,20,12,0.000209317
2,20,13,0.000221478
2,20,14,0.000228054
2,20,15,0.000233684
2,20,16,0.000265592
2,20,17,0.000351788
2,20,18,0.000409743
2,20,19,0.000406638
2,20,20,0.000385709
2,20,21,0.000353025
2,20,22,0.000297417
2,20,23,0.000199322
2,20,24,0.000107229
2,21,1,7.10E-05
2,21,2,6.25E-05
2,21,3,6.08E-05
2,21,4,6.22E-05
2,21,5,6.81E-05
2,21,6,0.000107371
2,21,7,0.000266829
2,21,8,0.000396439
2,21,9,0.000351164
2,21,10,0.000268339
2,21,11,0.000224549
2,21,12,0.000209317
2,21,13,0.000221478
2,21,14,0.000228054
2,21,15,0.000233684
2,21,16,0.000265592
2,21,17,0.000351788
2,21,18,0.000409743
2,21,19,0.000406638
2,21,20,0.000385709
2,21,21,0.000353025
2,21,22,0.000297417
2,21,23,0.000199322
2,21,24,0.000107229
2,22,1,7.10E-05
2,22,2,6.25E-05
2,22,3,6.08E-05
2,22,4,6.22E-05
2,22,5,6.81E-05
2,22,6,0.000107371
2,22,7,0.000266829
2,22,8,0.000396439
2,22,9,0.000351164
2,22,10,0.000268339
2,22,11,0.000224549
2,22,12,0.000209317
2,22,13,0.000221478
2,22,14,0.000228054
2,22,15,0.000233684
2,22,16,0.000265592
2,22,17,0.000351788
2,22,18,0.000409743
2,22,19,0.000406638
2,22,20,0.000385709
2,22,21,0.000353025
2,22,22,0.000297417
2,22,23,0.000199322
2,22,24,0.000107229
2,23,1,7.10E-05
2,23,2,6.25E-05
2,23,3,6.08E-05
2,23,4,6.22E-05
2,23,5,6.81E-05
2,23,6,0.000107371
2,23,7,0.000266829
2,23,8,0.000396439
2,23,9,0.000351164
2,23,10,0.000268339
2,23,11,0.000224549
2,23,12,0.000209317
2,23,13,0.000221478
2,23,14,0.000228054
2,23,15,0.000233684
2,23,16,0.000265592
2,23,17,0.000351788
2,23,18,0.000409743
2,23,19,0.000406638
2,23,20,0.000385709
2,23,21,0.000353025
2,23,22,0.000297417
2,23,23,0.000199322
2,23,24,0.000107229
2,24,1,7.10E-05
2,24,2,6.25E-05
2,24,3,6.08E-05
2,24,4,6.22E-05
2,24,5,6.81E-05
2,24,6,0.000107371
2,24,7,0.000266829
2,24,8,0.000396439
2,24,9,0.000351164
2,24,10,0.000268339
2,24,11,0.000224549
2,24,12,0.000209317
2,24,13,0.000221478
2,24,14,0.000228054
2,24,15,0.000233684
2,24,16,0.000265592
2,24,17,0.000351788
2,24,18,0.000409743
2,24,19,0.000406638
2,24,20,0.000385709
2,24,21,0.000353025
2,24,22,0.000297417
2,24,23,0.000199322
2,24,24,0.000107229
2,25,1,7.10E-05
2,25,2,6.25E-05
2,25,3,6.08E-05
2,25,4,6.22E-05
2,25,5,6.81E-05
2,25,6,0.000107371
2,25,7,0.000266829
2,25,8,0.000396439
2,25,9,0.000351164
2,25,10,0.000268339
2,25,11,0.000224549
2,25,12,0.000209317
2,25,13,0.000221478
2,25,14,0.000228054
2,25,15,0.000233684
2,25,16,0.000265592
2,25,17,0.000351788
2,25,18,0.000409743
2,25,19,0.000406638
2,25,20,0.000385709
2,25,21,0.000353025
2,25,22,0.000297417
2,25,23,0.000199322
2,25,24,0.000107229
2,26,1,7.10E-05
2,26,2,6.25E-05
2,26,3,6.08E-05
2,26,4,6.22E-05
2,26,5,6.81E-05
2,26,6,0.000107371
2,26,7,0.000266829
2,26,8,0.000396439
2,26,9,0.000351164
2,26,10,0.000268339
2,26,11,0.000224549
2,26,12,0.000209317
2,26,13,0.000221478
2,26,14,0.000228054
2,26,15,0.000233684
2,26,16,0.000265592
2,26,17,0.000351788
2,26,18,0.000409743
2,26,19,0.000406638
2,26,20,0.000385709
2,26,21,0.000353025
2,26,22,0.000297417
2,26,23,0.000199322
2,26,24,0.000107229
2,27,1,7.10E-05
2,27,2,6.25E-05
2,27,3,6.08E-05
2,27,4,6.22E-05
2,27,5,6.81E-05
2,27,6,0.000107371
2,27,7,0.000266829
2,27,8,0.000396439
2,27,9,0.000351164
2,27,10,0.000268339
2,27,11,0.000224549
2,27,12,0.000209317
2,27,13,0.000221478
2,27,14,0.000228054
2,27,15,0.000233684
2,27,16,0.000265592
2,27,17,0.000351788
2,27,18,0.000409743
2,27,19,0.000406638
2,27,20,0.000385709
2,27,21,0.000353025
2,27,22,0.000297417
2,27,23,0.000199322
2,27,24,0.000107229
2,28,1,7.10E-05
2,28,2,6.25E-05
2,28,3,6.08E-05
2,28,4,6.22E-05
2,28,5,6.81E-05
2,28,6,0.000107371
2,28,7,0.000266829
2,28,8,0.000396439
2,28,9,0.000351164
2,28,10,0.000268339
2,28,11,0.000224549
2,28,12,0.000209317
2,28,13,0.000221478
2,28,14,0.000228054
2,28,15,0.000233684
2,28,16,0.000265592
2,28,17,0.000351788
2,28,18,0.000409743
2,28,19,0.000406638
2,28,20,0.000385709
2,28,21,0.000353025
2,28,22,0.000297417
2,28,23,0.000199322
2,28,24,0.000107229
3,1,1,5.17E-05
3,1,2,4.59E-05
3,1,3,4.53E-05
3,1,4,4.79E-05
3,1,5,5.65E-05
3,1,6,0.000102014
3,1,7,0.0002482
3,1,8,0.000336088
3,1,9,0.000266686
3,1,10,0.000175901
3,1,11,0.000134252
3,1,12,0.000120145
3,1,13,0.000127768
3,1,14,0.00013165
3,1,15,0.000140088
3,1,16,0.000180723
3,1,17,0.000269442
3,1,18,0.000330355
3,1,19,0.000334115
3,1,20,0.000312783
3,1,21,0.000276721
3,1,22,0.000222516
3,1,23,0.000142979
3,1,24,7.63E-05
3,2,1,5.17E-05
3,2,2,4.59E-05
3,2,3,4.53E-05
3,2,4,4.79E-05
3,2,5,5.65E-05
3,2,6,0.000102014
3,2,7,0.0002482
3,2,8,0.000336088
3,2,9,0.000266686
3,2,10,0.000175901
3,2,11,0.000134252
3,2,12,0.000120145
3,2,13,0.000127768
3,2,14,0.00013165
3,2,15,0.000140088
3,2,16,0.000180723
3,2,17,0.000269442
3,2,18,0.000330355
3,2,19,0.000334115
3,2,20,0.000312783
3,2,21,0.000276721
3,2,22,0.000222516
3,2,23,0.000142979
3,2,24,7.63E-05
3,3,1,5.17E-05
3,3,2,4.59E-05
3,3,3,4.53E-05
3,3,4,4.79E-05
3,3,5,5.65E-05
3,3,6,0.000102014
3,3,7,0.0002482
3,3,8,0.000336088
3,3,9,0.000266686
3,3,10,0.000175901
3,3,11,0.000134252
3,3,12,0.000120145
3,3,13,0.000127768
3,3,14,0.00013165
3,3,15,0.000140088
3,3,16,0.000180723
3,3,17,0.000269442
3,3,18,0.000330355
3,3,19,0.000334115
3,3,20,0.000312783
3,3,21,0.000276721
3,3,22,0.000222516
3,3,23,0.000142979
3,3,24,7.63E-05
3,4,1,5.17E-05
3,4,2,4.59E-05
3,4,3,4.53E-05
3,4,4,4.79E-05
3,4,5,5.65E-05
3,4,6,0.000102014
3,4,7,0.0002482
3,4,8,0.000336088
3,4,9,0.000266686
3,4,10,0.000175901
3,4,11,0.000134252
3,4,12,0.000120145
3,4,13,0.000127768
3,4,14,0.00013165
3,4,15,0.000140088
3,4,16,0.000180723
3,4,17,0.000269442
3,4,18,0.000330355
3,4,19,0.000334115
3,4,20,0.000312783
3,4,21,0.000276721
3,4,22,0.000222516
3,4,23,0.000142979
3,4,24,7.63E-05
3,5,1,5.17E-05
3,5,2,4.59E-05
3,5,3,4.53E-05
3,5,4,4.79E-05
3,5,5,5.65E-05
3,5,6,0.000102014
3,5,7,0.0002482
3,5,8,0.000336088
3,5,9,0.000266686
3,5,10,0.000175901
3,5,11,0.000134252
3,5,12,0.000120145
3,5,13,0.000127768
3,5,14,0.00013165
3,5,15,0.000140088
3,5,16,0.000180723
3,5,17,0.000269442
3,5,18,0.000330355
3,5,19,0.000334115
3,5,20,0.000312783
3,5,21,0.000276721
3,5,22,0.000222516
3,5,23,0.000142979
3,5,24,7.63E-05
3,6,1,5.17E-05
3,6,2,4.59E-05
3,6,3,4.53E-05
3,6,4,4.79E-05
3,6,5,5.65E-05
3,6,6,0.000102014
3,6,7,0.0002482
3,6,8,0.000336088
3,6,9,0.000266686
3,6,10,0.000175901
3,6,11,0.000134252
3,6,12,0.000120145
3,6,13,0.000127768
3,6,14,0.00013165
3,6,15,0.000140088
3,6,16,0.000180723
3,6,17,0.000269442
3,6,18,0.000330355
3,6,19,0.000334115
3,6,20,0.000312783
3,6,21,0.000276721
3,6,22,0.000222516
3,6,23,0.000142979
3,6,24,7.63E-05
3,7,1,5.17E-05
3,7,2,4.59E-05
3,7,3,4.53E-05
3,7,4,4.79E-05
3,7,5,5.65E-05
3,7,6,0.000102014
3,7,7,0.0002482
3,7,8,0.000336088
3,7,9,0.000266686
3,7,10,0.000175901
3,7,11,0.000134252
3,7,12,0.000120145
3,7,13,0.000127768
3,7,14,0.00013165
3,7,15,0.000140088
3,7,16,0.000180723
3,7,17,0.000269442
3,7,18,0.000330355
3,7,19,0.000334115
3,7,20,0.000312783
3,7,21,0.000276721
3,7,22,0.000222516
3,7,23,0.000142979
3,7,24,7.63E-05
3,8,1,5.17E-05
3,8,2,4.59E-05
3,8,3,4.53E-05
3,8,4,4.79E-05
3,8,5,5.65E-05
3,8,6,0.000102014
3,8,7,0.0002482
3,8,8,0.000336088
3,8,9,0.000266686
3,8,10,0.000175901
3,8,11,0.000134252
3,8,12,0.000120145
3,8,13,0.000127768
3,8,14,0.00013165
3,8,15,0.000140088
3,8,16,0.000180723
3,8,17,0.000269442
3,8,18,0.000330355
3,8,19,0.000334115
3,8,20,0.000312783
3,8,21,0.000276721
3,8,22,0.000222516
3,8,23,0.000142979
3,8,24,7.63E-05
3,9,1,5.17E-05
3,9,2,4.59E-05
3,9,3,4.53E-05
3,9,4,4.79E-05
3,9,5,5.65E-05
3,9,6,0.000102014
3,9,7,0.0002482
3,9,8,0.000336088
3,9,9,0.000266686
3,9,10,0.000175901
3,9,11,0.000134252
3,9,12,0.000120145
3,9,13,0.000127768
3,9,14,0.00013165
3,9,15,0.000140088
3,9,16,0.000180723
3,9,17,0.000269442
3,9,18,0.000330355
3,9,19,0.000334115
3,9,20,0.000312783
3,9,21,0.000276721
3,9,22,0.000222516
3,9,23,0.000142979
3,9,24,7.63E-05
3,10,1,5.17E-05
3,10,2,4.59E-05
3,10,3,4.53E-05
3,10,4,4.79E-05
3,10,5,5.65E-05
3,10,6,0.000102014
3,10,7,0.0002482
3,10,8,0.000336088
3,10,9,0.000266686
3,10,10,0.000175901
3,10,11,0.000134252
3,10,12,0.000120145
3,10,13,0.000127768
3,10,14,0.00013165
3,10,15,0.000140088
3,10,16,0.000180723
3,10,17,0.000269442
3,10,18,0.000330355
3,10,19,0.000334115
3,10,20,0.000312783
3,10,21,0.000276721
3,10,22,0.000222516
3,10,23,0.000142979
3,10,24,7.63E-05
3,11,1,5.17E-05
3,11,2,4.59E-05
3,11,3,4.53E-05
3,11,4,4.79E-05
3,11,5,5.65E-05
3,11,6,0.000102014
3,11,7,0.0002482
3,11,8,0.000336088
3,11,9,0.000266686
3,11,10,0.000175901
3,11,11,0.000134252
3,11,12,0.000120145
3,11,13,0.000127768
3,11,14,0.00013165
3,11,15,0.000140088
3,11,16,0.000180723
3,11,17,0.000269442
3,11,18,0.000330355
3,11,19,0.000334115
3,11,20,0.000312783
3,11,21,0.000276721
3,11,22,0.000222516
3,11,23,0.000142979
3,11,24,7.63E-05
3,12,1,5.17E-05
3,12,2,4.59E-05
3,12,3,4.53E-05
3,12,4,4.79E-05
3,12,5,5.65E-05
3,12,6,0.000102014
3,12,7,0.0002482
3,12,8,0.000336088
3,12,9,0.000266686
3,12,10,0.000175901
3,12,11,0.000134252
3,12,12,0.000120145
3,12,13,0.000127768
3,12,14,0.00013165
3,12,15,0.000140088
3,12,16,0.000180723
3,12,17,0.000269442
3,12,18,0.000330355
3,12,19,0.000334115
3,12,20,0.000312783
3,12,21,0.000276721
3,12,22,0.000222516
3,12,23,0.000142979
3,12,24,7.63E-05
3,13,1,5.17E-05
3,13,2,4.59E-05
3,13,3,4.53E-05
3,13,4,4.79E-05
3,13,5,5.65E-05
3,13,6,0.000102014
3,13,7,0.0002482
3,13,8,0.000336088
3,13,9,0.000266686
3,13,10,0.000175901
3,13,11,0.000134252
3,13,12,0.000120145
3,13,13,0.000127768
3,13,14,0.00013165
3,13,15,0.000140088
3,13,16,0.000180723
3,13,17,0.000269442
3,13,18,0.000330355
3,13,19,0.000334115
3,13,20,0.000312783
3,13,21,0.000276721
3,13,22,0.000222516
3,13,23,0.000142979
3,13,24,7.63E-05
3,14,1,5.17E-05
3,14,2,4.59E-05
3,14,3,4.53E-05
3,14,4,4.79E-05
3,14,5,5.65E-05
3,14,6,0.000102014
3,14,7,0.0002482
3,14,8,0.000336088
3,14,9,0.000266686
3,14,10,0.000175901
3,14,11,0.000134252
3,14,12,0.000120145
3,14,13,0.000127768
3,14,14,0.00013165
3,14,15,0.000140088
3,14,16,0.000180723
3,14,17,0.000269442
3,14,18,0.000330355
3,14,19,0.000334115
3,14,20,0.000312783
3,14,21,0.000276721
3,14,22,0.000222516
3,14,23,0.000142979
3,14,24,7.63E-05
3,15,1,5.17E-05
3,15,2,4.59E-05
3,15,3,4.53E-05
3,15,4,4.79E-05
3,15,5,5.65E-05
3,15,6,0.000102014
3,15,7,0.0002482
3,15,8,0.000336088
3,15,9,0.000266686
3,15,10,0.000175901
3,15,11,0.000134252
3,15,12,0.000120145
3,15,13,0.000127768
3,15,14,0.00013165
3,15,15,0.000140088
3,15,16,0.000180723
3,15,17,0.000269442
3,15,18,0.000330355
3,15,19,0.000334115
3,15,20,0.000312783
3,15,21,0.000276721
3,15,22,0.000222516
3,15,23,0.000142979
3,15,24,7.63E-05
3,16,1,5.17E-05
3,16,2,4.59E-05
3,16,3,4.53E-05
3,16,4,4.79E-05
3,16,5,5.65E-05
3,16,6,0.000102014
3,16,7,0.0002482
3,16,8,0.000336088
3,16,9,0.000266686
3,16,10,0.000175901
3,16,11,0.000134252
3,16,12,0.000120145
3,16,13,0.000127768
3,16,14,0.00013165
3,16,15,0.000140088
3,16,16,0.000180723
3,16,17,0.000269442
3,16,18,0.000330355
3,16,19,0.000334115
3,16,20,0.000312783
3,16,21,0.000276721
3,16,22,0.000222516
3,16,23,0.000142979
3,16,24,7.63E-05
3,17,1,5.17E-05
3,17,2,4.59E-05
3,17,3,4.53E-05
3,17,4,4.79E-05
3,17,5,5.65E-05
3,17,6,0.000102014
3,17,7,0.0002482
3,17,8,0.000336088
3,17,9,0.000266686
3,17,10,0.000175901
3,17,11,0.000134252
3,17,12,0.000120145
3,17,13,0.000127768
3,17,14,0.00013165
3,17,15,0.000140088
3,17,16,0.000180723
3,17,17,0.000269442
3,17,18,0.000330355
3,17,19,0.000334115
3,17,20,0.000312783
3,17,21,0.000276721
3,17,22,0.000222516
3,17,23,0.000142979
3,17,24,7.63E-05
3,18,1,5.17E-05
3,18,2,4.59E-05
3,18,3,4.53E-05
3,18,4,4.79E-05
3,18,5,5.65E-05
3,18,6,0.000102014
3,18,7,0.0002482
3,18,8,0.000336088
3,18,9,0.000266686
3,18,10,0.000175901
3,18,11,0.000134252
3,18,12,0.000120145
3,18,13,0.000127768
3,18,14,0.00013165
3,18,15,0.000140088
3,18,16,0.000180723
3,18,17,0.000269442
3,18,18,0.000330355
3,18,19,0.000334115
3,18,20,0.000312783
3,18,21,0.000276721
3,18,22,0.000222516
3,18,23,0.000142979
3,18,24,7.63E-05
3,19,1,5.17E-05
3,19,2,4.59E-05
3,19,3,4.53E-05
3,19,4,4.79E-05
3,19,5,5.65E-05
3,19,6,0.000102014
3,19,7,0.0002482
3,19,8,0.000336088
3,19,9,0.000266686
3,19,10,0.000175901
3,19,11,0.000134252
3,19,12,0.000120145
3,19,13,0.000127768
3,19,14,0.00013165
3,19,15,0.000140088
3,19,16,0.000180723
3,19,17,0.000269442
3,19,18,0.000330355
3,19,19,0.000334115
3,19,20,0.000312783
3,19,21,0.000276721
3,19,22,0.000222516
3,19,23,0.000142979
3,19,24,7.63E-05
3,20,1,5.17E-05
3,20,2,4.59E-05
3,20,3,4.53E-05
3,20,4,4.79E-05
3,20,5,5.65E-05
3,20,6,0.000102014
3,20,7,0.0002482
3,20,8,0.000336088
3,20,9,0.000266686
3,20,10,0.000175901
3,20,11,0.000134252
3,20,12,0.000120145
3,20,13,0.000127768
3,20,14,0.00013165
3,20,15,0.000140088
3,20,16,0.000180723
3,20,17,0.000269442
3,20,18,0.000330355
3,20,19,0.000334115
3,20,20,0.000312783
3,20,21,0.000276721
3,20,22,0.000222516
3,20,23,0.000142979
3,20,24,7.63E-05
3,21,1,5.17E-05
3,21,2,4.59E-05
3,21,3,4.53E-05
3,21,4,4.79E-05
3,21,5,5.65E-05
3,21,6,0.000102014
3,21,7,0.0002482
3,21,8,0.000336088
3,21,9,0.000266686
3,21,10,0.000175901
3,21,11,0.000134252
3,21,12,0.000120145
3,21,13,0.000127768
3,21,14,0.00013165
3,21,15,0.000140088
3,21,16,0.000180723
3,21,17,0.000269442
3,21,18,0.000330355
3,21,19,0.000334115
3,21,20,0.000312783
3,21,21,0.000276721
3,21,22,0.000222516
3,21,23,0.000142979
3,21,24,7.63E-05
3,22,1,5.17E-05
3,22,2,4.59E-05
3,22,3,4.53E-05
3,22,4,4.79E-05
3,22,5,5.65E-05
3,22,6,0.000102014
3,22,7,0.0002482
3,22,8,0.000336088
3,22,9,0.000266686
3,22,10,0.000175901
3,22,11,0.000134252
3,22,12,0.000120145
3,22,13,0.000127768
3,22,14,0.00013165
3,22,15,0.000140088
3,22,16,0.000180723
3,22,17,0.000269442
3,22,18,0.000330355
3,22,19,0.000334115
3,22,20,0.000312783
3,22,21,0.000276721
3,22,22,0.000222516
3,22,23,0.000142979
3,22,24,7.63E-05
3,23,1,5.17E-05
3,23,2,4.59E-05
3,23,3,4.53E-05
3,23,4,4.79E-05
3,23,5,5.65E-05
3,23,6,0.000102014
3,23,7,0.0002482
3,23,8,0.000336088
3,23,9,0.000266686
3,23,10,0.000175901
3,23,11,0.000134252
3,23,12,0.000120145
3,23,13,0.000127768
3,23,14,0.00013165
3,23,15,0.000140088
3,23,16,0.000180723
3,23,17,0.000269442
3,23,18,0.000330355
3,23,19,0.000334115
3,23,20,0.000312783
3,23,21,0.000276721
3,23,22,0.000222516
3,23,23,0.000142979
3,23,24,7.63E-05
3,24,1,5.17E-05
3,24,2,4.59E-05
3,24,3,4.53E-05
3,24,4,4.79E-05
3,24,5,5.65E-05
3,24,6,0.000102014
3,24,7,0.0002482
3,24,8,0.000336088
3,24,9,0.000266686
3,24,10,0.000175901
3,24,11,0.000134252
3,24,12,0.000120145
3,24,13,0.000127768
3,24,14,0.00013165
3,24,15,0.000140088
3,24,16,0.000180723
3,24,17,0.000269442
3,24,18,0.000330355
3,24,19,0.000334115
3,24,20,0.000312783
3,24,21,0.000276721
3,24,22,0.000222516
3,24,23,0.000142979
3,24,24,7.63E-05
3,25,1,5.17E-05
3,25,2,4.59E-05
3,25,3,4.53E-05
3,25,4,4.79E-05
3,25,5,5.65E-05
3,25,6,0.000102014
3,25,7,0.0002482
3,25,8,0.000336088
3,25,9,0.000266686
3,25,10,0.000175901
3,25,11,0.000134252
3,25,12,0.000120145
3,25,13,0.000127768
3,25,14,0.00013165
3,25,15,0.000140088
3,25,16,0.000180723
3,25,17,0.000269442
3,25,18,0.000330355
3,25,19,0.000334115
3,25,20,0.000312783
3,25,21,0.000276721
3,25,22,0.000222516
3,25,23,0.000142979
3,25,24,7.63E-05
3,26,1,5.17E-05
3,26,2,4.59E-05
3,26,3,4.53E-05
3,26,4,4.79E-05
3,26,5,5.65E-05
3,26,6,0.000102014
3,26,7,0.0002482
3,26,8,0.000336088
3,26,9,0.000266686
3,26,10,0.000175901
3,26,11,0.000134252
3,26,12,0.000120145
3,26,13,0.000127768
3,26,14,0.00013165
3,26,15,0.000140088
3,26,16,0.000180723
3,26,17,0.000269442
3,26,18,0.000330355
3,26,19,0.000334115
3,26,20,0.000312783
3,26,21,0.000276721
3,26,22,0.000222516
3,26,23,0.000142979
3,26,24,7.63E-05
3,27,1,5.17E-05
3,27,2,4.59E-05
3,27,3,4.53E-05
3,27,4,4.79E-05
3,27,5,5.65E-05
3,27,6,0.000102014
3,27,7,0.0002482
3,27,8,0.000336088
3,27,9,0.000266686
3,27,10,0.000175901
3,27,11,0.000134252
3,27,12,0.000120145
3,27,13,0.000127768
3,27,14,0.00013165
3,27,15,0.000140088
3,27,16,0.000180723
3,27,17,0.000269442
3,27,18,0.000330355
3,27,19,0.000334115
3,27,20,0.000312783
3,27,21,0.000276721
3,27,22,0.000222516
3,27,23,0.000142979
3,27,24,7.63E-05
3,28,1,5.17E-05
3,28,2,4.59E-05
3,28,3,4.53E-05
3,28,4,4.79E-05
3,28,5,5.65E-05
3,28,6,0.000102014
3,28,7,0.0002482
3,28,8,0.000336088
3,28,9,0.000266686
3,28,10,0.000175901
3,28,11,0.000134252
3,28,12,0.000120145
3,28,13,0.000127768
3,28,14,0.00013165
3,28,15,0.000140088
3,28,16,0.000180723
3,28,17,0.000269442
3,28,18,0.000330355
3,28,19,0.000334115
3,28,20,0.000312783
3,28,21,0.000276721
3,28,22,0.000222516
3,28,23,0.000142979
3,28,24,7.63E-05
3,29,1,5.17E-05
3,29,2,4.59E-05
3,29,3,4.53E-05
3,29,4,4.79E-05
3,29,5,5.65E-05
3,29,6,0.000102014
3,29,7,0.0002482
3,29,8,0.000336088
3,29,9,0.000266686
3,29,10,0.000175901
3,29,11,0.000134252
3,29,12,0.000120145
3,29,13,0.000127768
3,29,14,0.00013165
3,29,15,0.000140088
3,29,16,0.000180723
3,29,17,0.000269442
3,29,18,0.000330355
3,29,19,0.000334115
3,29,20,0.000312783
3,29,21,0.000276721
3,29,22,0.000222516
3,29,23,0.000142979
3,29,24,7.63E-05
3,30,1,5.17E-05
3,30,2,4.59E-05
3,30,3,4.53E-05
3,30,4,4.79E-05
3,30,5,5.65E-05
3,30,6,0.000102014
3,30,7,0.0002482
3,30,8,0.000336088
3,30,9,0.000266686
3,30,10,0.000175901
3,30,11,0.000134252
3,30,12,0.000120145
3,30,13,0.000127768
3,30,14,0.00013165
3,30,15,0.000140088
3,30,16,0.000180723
3,30,17,0.000269442
3,30,18,0.000330355
3,30,19,0.000334115
3,30,20,0.000312783
3,30,21,0.000276721
3,30,22,0.000222516
3,30,23,0.000142979
3,30,24,7.63E-05
3,31,1,5.17E-05
3,31,2,4.59E-05
3,31,3,4.53E-05
3,31,4,4.79E-05
3,31,5,5.65E-05
3,31,6,0.000102014
3,31,7,0.0002482
3,31,8,0.000336088
3,31,9,0.000266686
3,31,10,0.000175901
3,31,11,0.000134252
3,31,12,0.000120145
3,31,13,0.000127768
3,31,14,0.00013165
3,31,15,0.000140088
3,31,16,0.000180723
3,31,17,0.000269442
3,31,18,0.000330355
3,31,19,0.000334115
3,31,20,0.000312783
3,31,21,0.000276721
3,31,22,0.000222516
3,31,23,0.000142979
3,31,24,7.63E-05
4,1,1,3.23E-05
4,1,2,3.25E-05
4,1,3,3.26E-05
4,1,4,3.74E-05
4,1,5,6.54E-05
4,1,6,0.000139878
4,1,7,0.000175612
4,1,8,0.000141282
4,1,9,9.95E-05
4,1,10,7.50E-05
4,1,11,6.59E-05
4,1,12,6.81E-05
4,1,13,6.38E-05
4,1,14,6.19E-05
4,1,15,7.56E-05
4,1,16,0.000123674
4,1,17,0.000156904
4,1,18,0.000157625
4,1,19,0.000145173
4,1,20,0.000133483
4,1,21,0.000114171
4,1,22,8.43E-05
4,1,23,5.19E-05
4,1,24,3.73E-05
4,2,1,3.23E-05
4,2,2,3.25E-05
4,2,3,3.26E-05
4,2,4,3.74E-05
4,2,5,6.54E-05
4,2,6,0.000139878
4,2,7,0.000175612
4,2,8,0.000141282
4,2,9,9.95E-05
4,2,10,7.50E-05
4,2,11,6.59E-05
4,2,12,6.81E-05
4,2,13,6.38E-05
4,2,14,6.19E-05
4,2,15,7.56E-05
4,2,16,0.000123674
4,2,17,0.000156904
4,2,18,0.000157625
4,2,19,0.000145173
4,2,20,0.000133483
4,2,21,0.000114171
4,2,22,8.43E-05
4,2,23,5.19E-05
4,2,24,3.73E-05
4,3,1,3.23E-05
4,3,2,3.25E-05
4,3,3,3.26E-05
4,3,4,3.74E-05
4,3,5,6.54E-05
4,3,6,0.000139878
4,3,7,0.000175612
4,3,8,0.000141282
4,3,9,9.95E-05
4,3,10,7.50E-05
4,3,11,6.59E-05
4,3,12,6.81E-05
4,3,13,6.38E-05
4,3,14,6.19E-05
4,3,15,7.56E-05
4,3,16,0.000123674
4,3,17,0.000156904
4,3,18,0.000157625
4,3,19,0.000145173
4,3,20,0.000133483
4,3,21,0.000114171
4,3,22,8.43E-05
4,3,23,5.19E-05
4,3,24,3.73E-05
4,4,1,3.23E-05
4,4,2,3.25E-05
4,4,3,3.26E-05
4,4,4,3.74E-05
4,4,5,6.54E-05
4,4,6,0.000139878
4,4,7,0.000175612
4,4,8,0.000141282
4,4,9,9.95E-05
4,4,10,7.50E-05
4,4,11,6.59E-05
4,4,12,6.81E-05
4,4,13,6.38E-05
4,4,14,6.19E-05
4,4,15,7.56E-05
4,4,16,0.000123674
4,4,17,0.000156904
4,4,18,0.000157625
4,4,19,0.000145173
4,4,20,0.000133483
4,4,21,0.000114171
4,4,22,8.43E-05
4,4,23,5.19E-05
4,4,24,3.73E-05
4,5,1,3.23E-05
4,5,2,3.25E-05
4,5,3,3.26E-05
4,5,4,3.74E-05
4,5,5,6.54E-05
4,5,6,0.000139878
4,5,7,0.000175612
4,5,8,0.000141282
4,5,9,9.95E-05
4,5,10,7.50E-05
4,5,11,6.59E-05
4,5,12,6.81E-05
4,5,13,6.38E-05
4,5,14,6.19E-05
4,5,15,7.56E-05
4,5,16,0.000123674
4,5,17,0.000156904
4,5,18,0.000157625
4,5,19,0.000145173
4,5,20,0.000133483
4,5,21,0.000114171
4,5,22,8.43E-05
4,5,23,5.19E-05
4,5,24,3.73E-05
4,6,1,3.23E-05
4,6,2,3.25E-05
4,6,3,3.26E-05
