Month,Day,Period,Profile
1,13,15,0.000280489
1,13,16,0.000310185
1,13,17,0.000380133
1,13,18,0.000418994
1,13,19,0.000414289
1,13,20,0.000398311
1,13,21,0.000367484
1,13,22,0.0003152
1,13,23,0.000219899
1,13,24,0.000127794
1,14,1,8.90E-05
1,14,2,7.83E-05
1,14,3,7.75E-05
1,14,4,7.83E-05
1,14,5,8.28E-05
1,14,6,0.000120689
1,14,7,0.000271433
1,14,8,0.000394092
1,14,9,0.00036179
1,14,10,0.000299609
1,14,11,0.000268662
1,14,12,0.000255494
1,14,13,0.000263471
1,14,14,0.000271411
1,14,15,0.000280489
1,14,16,0.000310185
1,14,17,0.000380133
1,14,18,0.000418994
1,14,19,0.000414289
1,14,20,0.000398311
1,14,21,0.000367484
1,14,22,0.0003152
1,14,23,0.000219899
1,14,24,0.000127794
1,15,1,8.90E-05
1,15,2,7.83E-05
1,15,3,7.75E-05
1,15,4,7.83E-05
1,15,5,8.28E-05
1,15,6,0.000120689
1,15,7,0.000271433
1,15,8,0.000394092
1,15,9,0.00036179
1,15,10,0.000299609
1,15,11,0.000268662
1,15,12,0.000255494
1,15,13,0.000263471
1,15,14,0.000271411
1,15,15,0.000280489
1,15,16,0.000310185
1,15,17,0.000380133
1,15,18,0.000418994
1,15,19,0.000414289
1,15,20,0.000398311
1,15,21,0.000367484
1,15,22,0.0003152
1,15,23,0.000219899
1,15,24,0.000127794
1,16,1,8.90E-05
1,16,2,7.83E-05
1,16,3,7.75E-05
1,16,4,7.83E-05
1,16,5,8.28E-05
1,16,6,0.000120689
1,16,7,0.000271433
1,16,8,0.000394092
1,16,9,0.00036179
1,16,10,0.000299609
1,16,11,0.000268662
1,16,12,0.000255494
1,16,13,0.000263471
1,16,14,0.000271411
1,16,15,0.000280489
1,16,16,0.000310185
1,16,17,0.000380133
1,16,18,0.000418994
1,16,19,0.000414289
1,16,20,0.000398311
1,16,21,0.000367484
1,16,22,0.0003152
1,16,23,0.000219899
1,16,24,0.000127794
1,17,1,8.90E-05
1,17,2,7.83E-05
1,17,3,7.75E-05
1,17,4,7.83E-05
1,17,5,8.28E-05
1,17,6,0.000120689
1,17,7,0.000271433
1,17,8,0.000394092
1,17,9,0.00036179
1,17,10,0.000299609
1,17,11,0.000268662
1,17,12,0.000255494
1,17,13,0.000263471
1,17,14,0.000271411
1,17,15,0.000280489
1,17,16,0.000310185
1,17,17,0.000380133
1,17,18,0.000418994
1,17,19,0.000414289
1,17,20,0.000398311
1,17,21,0.000367484
1,17,22,0.0003152
1,17,23,0.000219899
1,17,24,0.000127794
1,18,1,8.90E-05
1,18,2,7.83E-05
1,18,3,7.75E-05
1,18,4,7.83E-05
1,18,5,8.28E-05
1,18,6,0.000120689
1,18,7,0.000271433
1,18,8,0.000394092
1,18,9,0.00036179
1,18,10,0.000299609
1,18,11,0.000268662
1,18,12,0.000255494
1,18,13,0.000263471
1,18,14,0.000271411
1,18,15,0.000280489
1,18,16,0.000310185
1,18,17,0.000380133
1,18,18,0.000418994
1,18,19,0.000414289
1,18,20,0.000398311
1,18,21,0.000367484
1,18,22,0.0003152
1,18,23,0.000219899
1,18,24,0.000127794
1,19,1,8.90E-05
1,19,2,7.83E-05
1,19,3,7.75E-05
1,19,4,7.83E-05
1,19,5,8.28E-05
1,19,6,0.000120689
1,19,7,0.000271433
1,19,8,0.000394092
1,19,9,0.00036179
1,19,10,0.000299609
1,19,11,0.000268662
1,19,12,0.000255494
1,19,13,0.000263471
1,19,14,0.000271411
1,19,15,0.000280489
1,19,16,0.000310185
1,19,17,0.000380133
1,19,18,0.000418994
1,19,19,0.000414289
1,19,20,0.000398311
1,19,21,0.000367484
1,19,22,0.0003152
1,19,23,0.000219899
1,19,24,0.000127794
1,20,1,8.90E-05
1,20,2,7.83E-05
1,20,3,7.75E-05
1,20,4,7.83E-05
1,20,5,8.28E-05
1,20,6,0.000120689
1,20,7,0.000271433
1,20,8,0.000394092
1,20,9,0.00036179
1,20,10,0.000299609
1,20,11,0.000268662
1,20,12,0.000255494
1,20,13,0.000263471
1,20,14,0.000271411
1,20,15,0.000280489
1,20,16,0.000310185
1,20,17,0.000380133
1,20,18,0.000418994
1,20,19,0.000414289
1,20,20,0.000398311
1,20,21,0.000367484
1,20,22,0.0003152
1,20,23,0.000219899
1,20,24,0.000127794
1,21,1,8.90E-05
1,21,2,7.83E-05
1,21,3,7.75E-05
1,21,4,7.83E-05
1,21,5,8.28E-05
1,21,6,0.000120689
1,21,7,0.000271433
1,21,8,0.000394092
1,21,9,0.00036179
1,21,10,0.000299609
1,21,11,0.000268662
1,21,12,0.000255494
1,21,13,0.000263471
1,21,14,0.000271411
1,21,15,0.000280489
1,21,16,0.000310185
1,21,17,0.000380133
1,21,18,0.000418994
1,21,19,0.000414289
1,21,20,0.000398311
1,21,21,0.000367484
1,21,22,0.0003152
1,21,23,0.000219899
1,21,24,0.000127794
1,22,1,8.90E-05
1,22,2,7.83E-05
1,22,3,7.75E-05
1,22,4,7.83E-05
1,22,5,8.28E-05
1,22,6,0.000120689
1,22,7,0.000271433
1,22,8,0.000394092
1,22,9,0.00036179
1,22,10,0.000299609
1,22,11,0.000268662
1,22,12,0.000255494
1,22,13,0.000263471
1,22,14,0.000271411
1,22,15,0.000280489
1,22,16,0.000310185
1,22,17,0.000380133
1,22,18,0.000418994
1,22,19,0.000414289
1,22,20,0.000398311
1,22,21,0.000367484
1,22,22,0.0003152
1,22,23,0.000219899
1,22,24,0.000127794
1,23,1,8.90E-05
1,23,2,7.83E-05
1,23,3,7.75E-05
1,23,4,7.83E-05
1,23,5,8.28E-05
1,23,6,0.000120689
1,23,7,0.000271433
1,23,8,0.000394092
1,23,9,0.00036179
1,23,10,0.000299609
1,23,11,0.000268662
1,23,12,0.000255494
1,23,13,0.000263471
1,23,14,0.000271411
1,23,15,0.000280489
1,23,16,0.000310185
1,23,17,0.000380133
1,23,18,0.000418994
1,23,19,0.000414289
1,23,20,0.000398311
1,23,21,0.000367484
1,23,22,0.0003152
1,23,23,0.000219899
1,23,24,0.000127794
1,24,1,8.90E-05
1,24,2,7.83E-05
1,24,3,7.75E-05
1,24,4,7.83E-05
1,24,5,8.28E-05
1,24,6,0.000120689
1,24,7,0.000271433
1,24,8,0.000394092
1,24,9,0.00036179
1,24,10,0.000299609
1,24,11,0.000268662
1,24,12,0.000255494
1,24,13,0.000263471
1,24,14,0.000271411
1,24,15,0.000280489
1,24,16,0.000310185
1,24,17,0.000380133
1,24,18,0.000418994
1,24,19,0.000414289
1,24,20,0.000398311
1,24,21,0.000367484
1,24,22,0.0003152
1,24,23,0.000219899
1,24,24,0.000127794
1,25,1,8.90E-05
1,25,2,7.83E-05
1,25,3,7.75E-05
1,25,4,7.83E-05
1,25,5,8.28E-05
1,25,6,0.000120689
1,25,7,0.000271433
1,25,8,0.000394092
1,25,9,0.00036179
1,25,10,0.000299609
1,25,11,0.000268662
1,25,12,0.000255494
1,25,13,0.000263471
1,25,14,0.000271411
1,25,15,0.000280489
1,25,16,0.000310185
1,25,17,0.000380133
1,25,18,0.000418994
1,25,19,0.000414289
1,25,20,0.000398311
1,25,21,0.000367484
1,25,22,0.0003152
1,25,23,0.000219899
1,25,24,0.000127794
1,26,1,8.90E-05
1,26,2,7.83E-05
1,26,3,7.75E-05
1,26,4,7.83E-05
1,26,5,8.28E-05
1,26,6,0.000120689
1,26,7,0.000271433
1,26,8,0.000394092
1,26,9,0.00036179
1,26,10,0.000299609
1,26,11,0.000268662
1,26,12,0.000255494
1,26,13,0.000263471
1,26,14,0.000271411
1,26,15,0.000280489
1,26,16,0.000310185
1,26,17,0.000380133
1,26,18,0.000418994
1,26,19,0.000414289
1,26,20,0.000398311
1,26,21,0.000367484
1,26,22,0.0003152
1,26,23,0.000219899
1,26,24,0.000127794
1,27,1,8.90E-05
1,27,2,7.83E-05
1,27,3,7.75E-05
1,27,4,7.83E-05
1,27,5,8.28E-05
1,27,6,0.000120689
1,27,7,0.000271433
1,27,8,0.000394092
1,27,9,0.00036179
1,27,10,0.000299609
1,27,11,0.000268662
1,27,12,0.000255494
1,27,13,0.000263471
1,27,14,0.000271411
1,27,15,0.000280489
1,27,16,0.000310185
1,27,17,0.000380133
1,27,18,0.000418994
1,27,19,0.000414289
1,27,20,0.000398311
1,27,21,0.000367484
1,27,22,0.0003152
1,27,23,0.000219899
1,27,24,0.000127794
1,28,1,8.90E-05
1,28,2,7.83E-05
1,28,3,7.75E-05
1,28,4,7.83E-05
1,28,5,8.28E-05
1,28,6,0.000120689
1,28,7,0.000271433
1,28,8,0.000394092
1,28,9,0.00036179
1,28,10,0.000299609
1,28,11,0.000268662
1,28,12,0.000255494
1,28,13,0.000263471
1,28,14,0.000271411
1,28,15,0.000280489
1,28,16,0.000310185
1,28,17,0.000380133
1,28,18,0.000418994
1,28,19,0.000414289
1,28,20,0.000398311
1,28,21,0.000367484
1,28,22,0.0003152
1,28,23,0.000219899
1,28,24,0.000127794
1,29,1,8.90E-05
1,29,2,7.83E-05
1,29,3,7.75E-05
1,29,4,7.83E-05
1,29,5,8.28E-05
1,29,6,0.000120689
1,29,7,0.000271433
1,29,8,0.000394092
1,29,9,0.00036179
1,29,10,0.000299609
1,29,11,0.000268662
1,29,12,0.000255494
1,29,13,0.000263471
1,29,14,0.000271411
1,29,15,0.000280489
1,29,16,0.000310185
1,29,17,0.000380133
1,29,18,0.000418994
1,29,19,0.000414289
1,29,20,0.000398311
1,29,21,0.000367484
1,29,22,0.0003152
1,29,23,0.000219899
1,29,24,0.000127794
1,30,1,8.90E-05
1,30,2,7.83E-05
1,30,3,7.75E-05
1,30,4,7.83E-05
1,30,5,8.28E-05
1,30,6,0.000120689
1,30,7,0.000271433
1,30,8,0.000394092
1,30,9,0.00036179
1,30,10,0.000299609
1,30,11,0.000268662
1,30,12,0.000255494
1,30,13,0.000263471
1,30,14,0.000271411
1,30,15,0.000280489
1,30,16,0.000310185
1,30,17,0.000380133
1,30,18,0.000418994
1,30,19,0.000414289
1,30,20,0.000398311
1,30,21,0.000367484
1,30,22,0.0003152
1,30,23,0.000219899
1,30,24,0.000127794
1,31,1,8.90E-05
1,31,2,7.83E-05
1,31,3,7.75E-05
1,31,4,7.83E-05
1,31,5,8.28E-05
1,31,6,0.000120689
1,31,7,0.000271433
1,31,8,0.000394092
1,31,9,0.00036179
1,31,10,0.000299609
1,31,11,0.000268662
1,31,12,0.000255494
1,31,13,0.000263471
1,31,14,0.000271411
1,31,15,0.000280489
1,31,16,0.000310185
1,31,17,0.000380133
1,31,18,0.000418994
1,31,19,0.000414289
1,31,20,0.000398311
1,31,21,0.000367484
1,31,22,0.0003152
1,31,23,0.000219899
1,31,24,0.000127794
2,1,1,7.10E-05
2,1,2,6.25E-05
2,1,3,6.08E-05
2,1,4,6.22E-05
2,1,5,6.81E-05
2,1,6,0.000107371
2,1,7,0.000266829
2,1,8,0.000396439
2,1,9,0.000351164
2,1,10,0.000268339
2,1,11,0.000224549
2,1,12,0.000209317
2,1,13,0.000221478
2,1,14,0.000228054
2,1,15,0.000233684
2,1,16,0.000265592
2,1,17,0.000351788
2,1,18,0.000409743
2,1,19,0.000406638
2,1,20,0.000385709
2,1,21,0.000353025
2,1,22,0.000297417
2,1,23,0.000199322
2,1,24,0.000107229
2,2,1,7.10E-05
2,2,2,6.25E-05
2,2,3,6.08E-05
2,2,4,6.22E-05
2,2,5,6.81E-05
2,2,6,0.000107371
2,2,7,0.000266829
2,2,8,0.000396439
2,2,9,0.000351164
2,2,10,0.000268339
2,2,11,0.000224549
2,2,12,0.000209317
2,2,13,0.000221478
2,2,14,0.000228054
2,2,15,0.000233684
2,2,16,0.000265592
2,2,17,0.000351788
2,2,18,0.000409743
2,2,19,0.000406638
2,2,20,0.000385709
2,2,21,0.000353025
2,2,22,0.000297417
2,2,23,0.000199322
2,2,24,0.000107229
2,3,1,7.10E-05
2,3,2,6.25E-05
2,3,3,6.08E-05
2,3,4,6.22E-05
2,3,5,6.81E-05
2,3,6,0.000107371
2,3,7,0.000266829
2,3,8,0.000396439
2,3,9,0.000351164
2,3,10,0.000268339
2,3,11,0.000224549
2,3,12,0.000209317
2,3,13,0.000221478
2,3,14,0.000228054
2,3,15,0.000233684
2,3,16,0.000265592
2,3,17,0.000351788
2,3,18,0.000409743
2,3,19,0.000406638
2,3,20,0.000385709
2,3,21,0.000353025
2,3,22,0.000297417
2,3,23,0.000199322
2,3,24,0.000107229
2,4,1,7.10E-05
2,4,2,6.25E-05
2,4,3,6.08E-05
2,4,4,6.22E-05
2,4,5,6.81E-05
2,4,6,0.000107371
2,4,7,0.000266829
2,4,8,0.000396439
2,4,9,0.000351164
2,4,10,0.000268339
2,4,11,0.000224549
2,4,12,0.000209317
2,4,13,0.000221478
2,4,14,0.000228054
2,4,15,0.000233684
2,4,16,0.000265592
2,4,17,0.000351788
2,4,18,0.000409743
2,4,19,0.000406638
2,4,20,0.000385709
2,4,21,0.000353025
2,4,22,0.000297417
2,4,23,0.000199322
2,4,24,0.000107229
2,5,1,7.10E-05
2,5,2,6.25E-05
2,5,3,6.08E-05
2,5,4,6.22E-05
2,5,5,6.81E-05
2,5,6,0.000107371
2,5,7,0.000266829
2,5,8,0.000396439
2,5,9,0.000351164
2,5,10,0.000268339
2,5,11,0.000224549
2,5,12,0.000209317
2,5,13,0.000221478
2,5,14,0.000228054
2,5,15,0.000233684
2,5,16,0.000265592
2,5,17,0.000351788
2,5,18,0.000409743
2,5,19,0.000406638
2,5,20,0.000385709
2,5,21,0.000353025
2,5,22,0.000297417
2,5,23,0.000199322
2,5,24,0.000107229
2,6,1,7.10E-05
2,6,2,6.25E-05
2,6,3,6.08E-05
2,6,4,6.22E-05
2,6,5,6.81E-05
2,6,6,0.000107371
2,6,7,0.000266829
2,6,8,0.000396439
2,6,9,0.000351164
2,6,10,0.000268339
2,6,11,0.000224549
2,6,12,0.000209317
2,6,13,0.000221478
2,6,14,0.000228054
2,6,15,0.000233684
2,6,16,0.000265592
2,6,17,0.000351788
2,6,18,0.000409743
2,6,19,0.000406638
2,6,20,0.000385709
2,6,21,0.000353025
2,6,22,0.000297417
2,6,23,0.000199322
2,6,24,0.000107229
2,7,1,7.10E-05
2,7,2,6.25E-05
2,7,3,6.08E-05
2,7,4,6.22E-05
2,7,5,6.81E-05
2,7,6,0.000107371
2,7,7,0.000266829
2,7,8,0.000396439
2,7,9,0.000351164
2,7,10,0.000268339
2,7,11,0.000224549
2,7,12,0.000209317
2,7,13,0.000221478
2,7,14,0.000228054
2,7,15,0.000233684
2,7,16,0.000265592
2,7,17,0.000351788
2,7,18,0.000409743
2,7,19,0.000406638
2,7,20,0.000385709
2,7,21,0.000353025
2,7,22,0.000297417
2,7,23,0.000199322
2,7,24,0.000107229
2,8,1,7.10E-05
2,8,2,6.25E-05
2,8,3,6.08E-05
2,8,4,6.22E-05
2,8,5,6.81E-05
2,8,6,0.000107371
2,8,7,0.000266829
2,8,8,0.000396439
2,8,9,0.000351164
2,8,10,0.000268339
2,8,11,0.000224549
2,8,12,0.000209317
2,8,13,0.000221478
2,8,14,0.000228054
2,8,15,0.000233684
2,8,16,0.000265592
2,8,17,0.000351788
2,8,18,0.000409743
2,8,19,0.000406638
2,8,20,0.000385709
2,8,21,0.000353025
2,8,22,0.000297417
2,8,23,0.000199322
2,8,24,0.000107229
2,9,1,7.10E-05
2,9,2,6.25E-05
2,9,3,6.08E-05
2,9,4,6.22E-05
2,9,5,6.81E-05
2,9,6,0.000107371
2,9,7,0.000266829
2,9,8,0.000396439
2,9,9,0.000351164
2,9,10,0.000268339
2,9,11,0.000224549
2,9,12,0.000209317
2,9,13,0.000221478
2,9,14,0.000228054
2,9,15,0.000233684
2,9,16,0.000265592
2,9,17,0.000351788
2,9,18,0.000409743
2,9,19,0.000406638
2,9,20,0.000385709
2,9,21,0.000353025
2,9,22,0.000297417
2,9,23,0.000199322
2,9,24,0.000107229
2,10,1,7.10E-05
2,10,2,6.25E-05
2,10,3,6.08E-05
2,10,4,6.22E-05
2,10,5,6.81E-05
2,10,6,0.000107371
2,10,7,0.000266829
2,10,8,0.000396439
2,10,9,0.000351164
2,10,10,0.000268339
2,10,11,0.000224549
2,10,12,0.000209317
2,10,13,0.000221478
2,10,14,0.000228054
2,10,15,0.000233684
2,10,16,0.000265592
2,10,17,0.000351788
2,10,18,0.000409743
2,10,19,0.000406638
2,10,20,0.000385709
2,10,21,0.000353025
2,10,22,0.000297417
2,10,23,0.000199322
2,10,24,0.000107229
2,11,1,7.10E-05
2,11,2,6.25E-05
2,11,3,6.08E-05
2,11,4,6.22E-05
2,11,5,6.81E-05
2,11,6,0.000107371
2,11,7,0.000266829
2,11,8,0.000396439
2,11,9,0.000351164
2,11,10,0.000268339
2,11,11,0.000224549
2,11,12,0.000209317
2,11,13,0.000221478
2,11,14,0.000228054
2,11,15,0.000233684
2,11,16,0.000265592
2,11,17,0.000351788
2,11,18,0.000409743
2,11,19,0.000406638
2,11,20,0.000385709
2,11,21,0.000353025
2,11,22,0.000297417
2,11,23,0.000199322
2,11,24,0.000107229
2,12,1,7.10E-05
2,12,2,6.25E-05
2,12,3,6.08E-05
2,12,4,6.22E-05
2,12,5,6.81E-05
2,12,6,0.000107371
2,12,7,0.000266829
2,12,8,0.000396439
2,12,9,0.000351164
2,12,10,0.000268339
2,12,11,0.000224549
2,12,12,0.000209317
2,12,13,0.000221478
2,12,14,0.000228054
2,12,15,0.000233684
2,12,16,0.000265592
2,12,17,0.000351788
2,12,18,0.000409743
2,12,19,0.000406638
2,12,20,0.000385709
2,12,21,0.000353025
2,12,22,0.000297417
2,12,23,0.000199322
2,12,24,0.000107229
2,13,1,7.10E-05
2,13,2,6.25E-05
2,13,3,6.08E-05
2,13,4,6.22E-05
2,13,5,6.81E-05
2,13,6,0.000107371
2,13,7,0.000266829
2,13,8,0.000396439
2,13,9,0.000351164
2,13,10,0.000268339
2,13,11,0.000224549
2,13,12,0.000209317
2,13,13,0.000221478
2,13,14,0.000228054
2,13,15,0.000233684
2,13,16,0.000265592
2,13,17,0.000351788
2,13,18,0.000409743
2,13,19,0.000406638
2,13,20,0.000385709
2,13,21,0.000353025
2,13,22,0.000297417
2,13,23,0.000199322
2,13,24,0.000107229
2,14,1,7.10E-05
2,14,2,6.25E-05
2,14,3,6.08E-05
2,14,4,6.22E-05
2,14,5,6.81E-05
2,14,6,0.000107371
2,14,7,0.000266829
2,14,8,0.000396439
2,14,9,0.000351164
2,14,10,0.000268339
2,14,11,0.000224549
2,14,12,0.000209317
2,14,13,0.000221478
2,14,14,0.000228054
2,14,15,0.000233684
2,14,16,0.000265592
2,14,17,0.000351788
2,14,18,0.000409743
2,14,19,0.000406638
2,14,20,0.000385709
2,14,21,0.000353025
2,14,22,0.000297417
2,14,23,0.000199322
2,14,24,0.000107229
2,15,1,7.10E-05
2,15,2,6.25E-05
2,15,3,6.08E-05
2,15,4,6.22E-05
2,15,5,6.81E-05
2,15,6,0.000107371
2,15,7,0.000266829
2,15,8,0.000396439
2,15,9,0.000351164
2,15,10,0.000268339
2,15,11,0.000224549
2,15,12,0.000209317
2,15,13,0.000221478
2,15,14,0.000228054
2,15,15,0.000233684
2,15,16,0.000265592
2,15,17,0.000351788
2,15,18,0.000409743
2,15,19,0.000406638
2,15,20,0.000385709
2,15,21,0.000353025
2,15,22,0.000297417
2,15,23,0.000199322
2,15,24,0.000107229
2,16,1,7.10E-05
2,16,2,6.25E-05
2,16,3,6.08E-05
2,16,4,6.22E-05
2,16,5,6.81E-05
2,16,6,0.000107371
2,16,7,0.000266829
2,16,8,0.000396439
2,16,9,0.000351164
2,16,10,0.000268339
2,16,11,0.000224549
2,16,12,0.000209317
2,16,13,0.000221478
2,16,14,0.000228054
2,16,15,0.000233684
2,16,16,0.000265592
2,16,17,0.000351788
2,16,18,0.000409743
2,16,19,0.000406638
2,16,20,0.000385709
2,16,21,0.000353025
2,16,22,0.000297417
2,16,23,0.000199322
2,16,24,0.000107229
2,17,1,7.10E-05
2,17,2,6.25E-05
2,17,3,6.08E-05
2,17,4,6.22E-05
2,17,5,6.81E-05
2,17,6,0.000107371
2,17,7,0.000266829
2,17,8,0.000396439
2,17,9,0.000351164
2,17,10,0.000268339
2,17,11,0.000224549
2,17,12,0.000209317
2,17,13,0.000221478
2,17,14,0.000228054
2,17,15,0.000233684
2,17,16,0.000265592
