Month,Day,Period,Solar PV
4,27,8,21.96
4,27,9,54.89
4,27,10,68.11
4,27,11,76.76
4,27,12,78.97
4,27,13,78.60
4,27,14,79.19
4,27,15,81.47
4,27,16,78.60
4,27,17,71.10
4,27,18,56.06
4,27,19,23.27
4,27,20,0.00
4,27,21,0.00
4,27,22,0.00
4,27,23,0.00
4,27,24,0.00
4,28,1,0.00
4,28,2,0.00
4,28,3,0.00
4,28,4,0.00
4,28,5,0.00
4,28,6,0.00
4,28,7,0.00
4,28,8,19.08
4,28,9,49.36
4,28,10,64.95
4,28,11,74.33
4,28,12,78.61
4,28,13,80.20
4,28,14,82.23
4,28,15,82.33
4,28,16,77.71
4,28,17,68.21
4,28,18,50.48
4,28,19,20.21
4,28,20,0.00
4,28,21,0.00
4,28,22,0.00
4,28,23,0.00
4,28,24,0.00
4,29,1,0.00
4,29,2,0.00
4,29,3,0.00
4,29,4,0.00
4,29,5,0.00
4,29,6,0.00
4,29,7,0.00
4,29,8,18.49
4,29,9,26.87
4,29,10,44.16
4,29,11,62.11
4,29,12,77.69
4,29,13,73.86
4,29,14,74.32
4,29,15,66.42
4,29,16,72.87
4,29,17,68.73
4,29,18,51.29
4,29,19,20.86
4,29,20,0.00
4,29,21,0.00
4,29,22,0.00
4,29,23,0.00
4,29,24,0.00
4,30,1,0.00
4,30,2,0.00
4,30,3,0.00
4,30,4,0.00
4,30,5,0.00
4,30,6,0.00
4,30,7,0.00
4,30,8,5.29
4,30,9,22.96
4,30,10,35.40
4,30,11,46.93
4,30,12,52.53
4,30,13,51.89
4,30,14,51.80
4,30,15,50.45
4,30,16,42.82
4,30,17,32.08
4,30,18,15.53
4,30,19,5.60
4,30,20,0.00
4,30,21,0.00
4,30,22,0.00
4,30,23,0.00
4,30,24,0.00
5,1,1,0.00
5,1,2,0.00
5,1,3,0.00
5,1,4,0.00
5,1,5,0.00
5,1,6,0.00
5,1,7,0.00
5,1,8,24.87
5,1,9,55.00
5,1,10,65.96
5,1,11,70.02
5,1,12,75.30
5,1,13,76.52
5,1,14,80.02
5,1,15,80.69
5,1,16,76.59
5,1,17,68.80
5,1,18,57.30
5,1,19,22.02
5,1,20,0.00
5,1,21,0.00
5,1,22,0.00
5,1,23,0.00
5,1,24,0.00
5,2,1,0.00
5,2,2,0.00
5,2,3,0.00
5,2,4,0.00
5,2,5,0.00
5,2,6,0.00
5,2,7,0.00
5,2,8,23.68
5,2,9,55.08
5,2,10,70.25
5,2,11,77.86
5,2,12,81.07
5,2,13,80.25
5,2,14,80.74
5,2,15,80.66
5,2,16,74.91
5,2,17,67.93
5,2,18,53.43
5,2,19,22.55
5,2,20,0.00
5,2,21,0.00
5,2,22,0.00
5,2,23,0.00
5,2,24,0.00
5,3,1,0.00
5,3,2,0.00
5,3,3,0.00
5,3,4,0.00
5,3,5,0.00
5,3,6,0.00
5,3,7,0.00
5,3,8,29.38
5,3,9,56.36
5,3,10,72.62
5,3,11,77.65
5,3,12,80.82
5,3,13,80.82
5,3,14,80.78
5,3,15,78.23
5,3,16,75.63
5,3,17,71.60
5,3,18,53.86
5,3,19,25.80
5,3,20,0.00
5,3,21,0.00
5,3,22,0.00
5,3,23,0.00
5,3,24,0.00
5,4,1,0.00
5,4,2,0.00
5,4,3,0.00
5,4,4,0.00
5,4,5,0.00
5,4,6,0.00
5,4,7,0.00
5,4,8,36.18
5,4,9,69.22
5,4,10,78.71
5,4,11,83.53
5,4,12,85.18
5,4,13,85.42
5,4,14,84.96
5,4,15,84.49
5,4,16,82.54
5,4,17,76.45
5,4,18,66.22
5,4,19,34.87
5,4,20,0.00
5,4,21,0.00
5,4,22,0.00
5,4,23,0.00
5,4,24,0.00
5,5,1,0.00
5,5,2,0.00
5,5,3,0.00
5,5,4,0.00
5,5,5,0.00
5,5,6,0.00
5,5,7,0.00
5,5,8,30.03
5,5,9,59.14
5,5,10,73.90
5,5,11,79.13
5,5,12,79.78
5,5,13,80.80
5,5,14,79.01
5,5,15,79.28
5,5,16,77.58
5,5,17,72.78
5,5,18,58.30
5,5,19,28.59
5,5,20,0.00
5,5,21,0.00
5,5,22,0.00
5,5,23,0.00
5,5,24,0.00
5,6,1,0.00
5,6,2,0.00
5,6,3,0.00
5,6,4,0.00
5,6,5,0.00
5,6,6,0.00
5,6,7,0.00
5,6,8,32.43
5,6,9,59.27
5,6,10,71.79
5,6,11,77.80
5,6,12,81.84
5,6,13,82.84
5,6,14,83.46
5,6,15,84.24
5,6,16,82.21
5,6,17,77.94
5,6,18,68.47
5,6,19,35.09
5,6,20,0.00
5,6,21,0.00
5,6,22,0.00
5,6,23,0.00
5,6,24,0.00
5,7,1,0.00
5,7,2,0.00
5,7,3,0.00
5,7,4,0.00
5,7,5,0.00
5,7,6,0.00
5,7,7,0.00
5,7,8,24.37
5,7,9,51.95
5,7,10,57.52
5,7,11,63.66
5,7,12,74.08
5,7,13,77.27
5,7,14,78.77
5,7,15,71.24
5,7,16,64.71
5,7,17,64.72
5,7,18,59.85
5,7,19,27.31
5,7,20,0.00
5,7,21,0.00
5,7,22,0.00
5,7,23,0.00
5,7,24,0.00
5,8,1,0.00
5,8,2,0.00
5,8,3,0.00
5,8,4,0.00
5,8,5,0.00
5,8,6,0.00
5,8,7,0.00
5,8,8,23.76
5,8,9,51.75
5,8,10,66.96
5,8,11,77.30
5,8,12,78.87
5,8,13,80.21
5,8,14,78.46
5,8,15,78.01
5,8,16,71.54
5,8,17,62.93
5,8,18,46.19
5,8,19,22.72
5,8,20,0.00
5,8,21,0.00
5,8,22,0.00
5,8,23,0.00
5,8,24,0.00
5,9,1,0.00
5,9,2,0.00
5,9,3,0.00
5,9,4,0.00
5,9,5,0.00
5,9,6,0.00
5,9,7,0.00
5,9,8,25.57
5,9,9,47.86
5,9,10,63.45
5,9,11,71.21
5,9,12,75.14
5,9,13,78.61
5,9,14,80.53
5,9,15,78.73
5,9,16,75.77
5,9,17,65.97
5,9,18,53.51
5,9,19,26.67
5,9,20,0.00
5,9,21,0.00
5,9,22,0.00
5,9,23,0.00
5,9,24,0.00
5,10,1,0.00
5,10,2,0.00
5,10,3,0.00
5,10,4,0.00
5,10,5,0.00
5,10,6,0.00
5,10,7,0.00
5,10,8,26.43
5,10,9,56.31
5,10,10,67.96
5,10,11,74.67
5,10,12,80.18
5,10,13,82.73
5,10,14,83.48
5,10,15,82.55
5,10,16,77.38
5,10,17,67.71
5,10,18,54.84
5,10,19,24.45
5,10,20,0.00
5,10,21,0.00
5,10,22,0.00
5,10,23,0.00
5,10,24,0.00
5,11,1,0.00
5,11,2,0.00
5,11,3,0.00
5,11,4,0.00
5,11,5,0.00
5,11,6,0.00
5,11,7,0.00
5,11,8,25.88
5,11,9,50.26
5,11,10,66.46
5,11,11,75.88
5,11,12,80.16
5,11,13,81.20
5,11,14,81.08
5,11,15,80.83
5,11,16,78.21
5,11,17,72.17
5,11,18,57.70
5,11,19,26.59
5,11,20,0.00
5,11,21,0.00
5,11,22,0.00
5,11,23,0.00
5,11,24,0.00
5,12,1,0.00
5,12,2,0.00
5,12,3,0.00
5,12,4,0.00
5,12,5,0.00
5,12,6,0.00
5,12,7,0.00
5,12,8,18.32
5,12,9,57.11
5,12,10,70.38
5,12,11,64.50
5,12,12,68.78
5,12,13,66.01
5,12,14,66.23
5,12,15,66.03
5,12,16,67.45
5,12,17,49.69
5,12,18,34.39
5,12,19,4.52
5,12,20,0.00
5,12,21,0.00
5,12,22,0.00
5,12,23,0.00
5,12,24,0.00
5,13,1,0.00
5,13,2,0.00
5,13,3,0.00
5,13,4,0.00
5,13,5,0.00
5,13,6,0.00
5,13,7,0.00
5,13,8,31.39
5,13,9,55.43
5,13,10,65.32
5,13,11,73.95
5,13,12,74.33
5,13,13,74.94
5,13,14,75.21
5,13,15,72.50
5,13,16,63.95
5,13,17,49.12
5,13,18,32.53
5,13,19,11.38
5,13,20,0.00
5,13,21,0.00
5,13,22,0.00
5,13,23,0.00
5,13,24,0.00
5,14,1,0.00
5,14,2,0.00
5,14,3,0.00
5,14,4,0.00
5,14,5,0.00
5,14,6,0.00
5,14,7,0.00
5,14,8,18.07
5,14,9,39.16
5,14,10,56.93
5,14,11,59.16
5,14,12,66.41
5,14,13,65.83
5,14,14,73.81
5,14,15,81.94
5,14,16,73.63
5,14,17,75.81
5,14,18,55.54
5,14,19,30.69
5,14,20,0.00
5,14,21,0.00
5,14,22,0.00
5,14,23,0.00
5,14,24,0.00
5,15,1,0.00
5,15,2,0.00
5,15,3,0.00
5,15,4,0.00
5,15,5,0.00
5,15,6,0.00
5,15,7,0.00
5,15,8,26.25
5,15,9,56.91
5,15,10,72.57
5,15,11,65.61
5,15,12,55.67
5,15,13,62.85
5,15,14,72.15
5,15,15,50.33
5,15,16,42.73
5,15,17,29.91
5,15,18,17.08
5,15,19,6.51
5,15,20,0.00
5,15,21,0.00
5,15,22,0.00
5,15,23,0.00
5,15,24,0.00
5,16,1,0.00
5,16,2,0.00
5,16,3,0.00
5,16,4,0.00
5,16,5,0.00
5,16,6,0.00
5,16,7,0.00
5,16,8,22.49
5,16,9,46.49
5,16,10,58.05
5,16,11,66.27
5,16,12,75.96
5,16,13,76.33
5,16,14,77.62
5,16,15,76.50
5,16,16,74.50
5,16,17,65.25
5,16,18,48.99
5,16,19,22.92
5,16,20,0.00
5,16,21,0.00
5,16,22,0.00
5,16,23,0.00
5,16,24,0.00
5,17,1,0.00
5,17,2,0.00
5,17,3,0.00
5,17,4,0.00
5,17,5,0.00
5,17,6,0.00
5,17,7,0.00
5,17,8,19.81
5,17,9,49.66
5,17,10,58.13
5,17,11,68.78
5,17,12,72.88
5,17,13,75.41
5,17,14,75.22
5,17,15,75.95
5,17,16,76.49
5,17,17,68.47
5,17,18,52.34
5,17,19,24.07
5,17,20,0.00
5,17,21,0.00
5,17,22,0.00
5,17,23,0.00
5,17,24,0.00
5,18,1,0.00
5,18,2,0.00
5,18,3,0.00
5,18,4,0.00
5,18,5,0.00
5,18,6,0.00
5,18,7,0.00
5,18,8,32.35
5,18,9,55.60
5,18,10,71.88
5,18,11,75.39
5,18,12,81.62
5,18,13,79.55
5,18,14,78.18
5,18,15,75.99
5,18,16,73.39
5,18,17,69.00
5,18,18,60.41
5,18,19,32.35
5,18,20,0.00
5,18,21,0.00
5,18,22,0.00
5,18,23,0.00
5,18,24,0.00
5,19,1,0.00
5,19,2,0.00
5,19,3,0.00
5,19,4,0.00
5,19,5,0.00
5,19,6,0.00
5,19,7,0.00
5,19,8,18.78
5,19,9,63.60
5,19,10,70.94
5,19,11,64.98
5,19,12,81.64
5,19,13,83.50
5,19,14,69.34
5,19,15,55.29
5,19,16,52.56
5,19,17,34.44
5,19,18,20.92
5,19,19,8.26
5,19,20,0.00
5,19,21,0.00
5,19,22,0.00
5,19,23,0.00
5,19,24,0.00
5,20,1,0.00
5,20,2,0.00
5,20,3,0.00
5,20,4,0.00
5,20,5,0.00
5,20,6,0.00
5,20,7,0.00
5,20,8,42.36
5,20,9,69.53
5,20,10,78.86
5,20,11,82.89
5,20,12,84.75
5,20,13,85.23
5,20,14,84.33
5,20,15,83.09
5,20,16,80.90
5,20,17,75.78
5,20,18,63.57
5,20,19,36.03
5,20,20,0.00
5,20,21,0.00
5,20,22,0.00
5,20,23,0.00
5,20,24,0.00
5,21,1,0.00
5,21,2,0.00
5,21,3,0.00
5,21,4,0.00
5,21,5,0.00
5,21,6,0.00
5,21,7,0.00
5,21,8,32.79
5,21,9,60.61
5,21,10,70.99
5,21,11,77.17
5,21,12,81.46
5,21,13,80.62
5,21,14,80.22
5,21,15,78.81
5,21,16,75.09
5,21,17,68.31
5,21,18,58.58
5,21,19,31.96
5,21,20,0.00
5,21,21,0.00
5,21,22,0.00
5,21,23,0.00
5,21,24,0.00
5,22,1,0.00
5,22,2,0.00
5,22,3,0.00
5,22,4,0.00
5,22,5,0.00
5,22,6,0.00
5,22,7,0.00
5,22,8,21.68
5,22,9,53.08
5,22,10,63.49
5,22,11,72.82
5,22,12,78.79
5,22,13,79.87
5,22,14,81.59
5,22,15,81.85
5,22,16,76.04
5,22,17,64.60
5,22,18,48.32
5,22,19,25.87
5,22,20,0.00
5,22,21,0.00
5,22,22,0.00
5,22,23,0.00
5,22,24,0.00
5,23,1,0.00
5,23,2,0.00
5,23,3,0.00
5,23,4,0.00
5,23,5,0.00
5,23,6,0.00
5,23,7,0.00
5,23,8,31.79
5,23,9,61.93
5,23,10,76.20
5,23,11,80.66
5,23,12,47.04
5,23,13,48.60
5,23,14,47.30
5,23,15,44.06
5,23,16,37.21
5,23,17,31.82
5,23,18,23.58
5,23,19,7.73
5,23,20,0.00
5,23,21,0.00
5,23,22,0.00
5,23,23,0.00
5,23,24,0.00
5,24,1,0.00
5,24,2,0.00
5,24,3,0.00
5,24,4,0.00
5,24,5,0.00
5,24,6,0.00
5,24,7,0.00
5,24,8,38.19
5,24,9,59.86
5,24,10,68.18
5,24,11,74.23
5,24,12,75.22
5,24,13,78.06
5,24,14,71.36
5,24,15,72.19
5,24,16,64.37
5,24,17,65.32
5,24,18,55.21
5,24,19,31.73
5,24,20,0.00
5,24,21,0.00
5,24,22,0.00
5,24,23,0.00
5,24,24,0.00
5,25,1,0.00
5,25,2,0.00
5,25,3,0.00
5,25,4,0.00
5,25,5,0.00
5,25,6,0.00
5,25,7,0.00
5,25,8,34.55
5,25,9,60.30
5,25,10,66.06
5,25,11,78.27
5,25,12,78.06
5,25,13,75.93
5,25,14,78.59
5,25,15,76.72
5,25,16,72.78
5,25,17,67.58
5,25,18,52.47
5,25,19,21.10
5,25,20,0.00
5,25,21,0.00
5,25,22,0.00
5,25,23,0.00
5,25,24,0.00
5,26,1,0.00
5,26,2,0.00
5,26,3,0.00
5,26,4,0.00
5,26,5,0.00
5,26,6,0.00
5,26,7,0.00
5,26,8,18.27
5,26,9,25.88
5,26,10,48.46
5,26,11,64.40
5,26,12,66.12
5,26,13,66.02
5,26,14,58.73
5,26,15,63.81
5,26,16,62.44
5,26,17,41.29
5,26,18,46.58
5,26,19,14.83
5,26,20,0.00
5,26,21,0.00
5,26,22,0.00
5,26,23,0.00
5,26,24,0.00
5,27,1,0.00
5,27,2,0.00
5,27,3,0.00
5,27,4,0.00
5,27,5,0.00
5,27,6,0.00
5,27,7,0.00
5,27,8,35.31
5,27,9,59.42
5,27,10,71.98
5,27,11,78.14
5,27,12,82.14
5,27,13,82.97
5,27,14,82.73
5,27,15,81.76
5,27,16,80.25
5,27,17,77.62
5,27,18,68.38
5,27,19,40.00
5,27,20,0.00
5,27,21,0.00
5,27,22,0.00
5,27,23,0.00
5,27,24,0.00
5,28,1,0.00
5,28,2,0.00
5,28,3,0.00
5,28,4,0.00
5,28,5,0.00
5,28,6,0.00
5,28,7,0.00
5,28,8,30.47
5,28,9,57.96
5,28,10,66.27
5,28,11,73.90
5,28,12,78.48
5,28,13,78.87
5,28,14,77.31
5,28,15,76.29
5,28,16,72.62
5,28,17,66.22
5,28,18,55.06
5,28,19,28.50
5,28,20,0.00
5,28,21,0.00
5,28,22,0.00
5,28,23,0.00
5,28,24,0.00
5,29,1,0.00
5,29,2,0.00
5,29,3,0.00
5,29,4,0.00
5,29,5,0.00
5,29,6,0.00
5,29,7,0.00
5,29,8,27.21
5,29,9,45.94
5,29,10,62.90
5,29,11,72.13
5,29,12,77.59
5,29,13,79.10
5,29,14,81.97
5,29,15,80.12
5,29,16,74.38
5,29,17,66.20
5,29,18,55.28
5,29,19,28.00
5,29,20,0.00
5,29,21,0.00
5,29,22,0.00
5,29,23,0.00
5,29,24,0.00
5,30,1,0.00
5,30,2,0.00
5,30,3,0.00
5,30,4,0.00
5,30,5,0.00
5,30,6,0.00
5,30,7,0.00
5,30,8,24.09
5,30,9,49.67
5,30,10,65.30
5,30,11,73.72
5,30,12,78.45
5,30,13,78.26
5,30,14,77.76
5,30,15,75.96
5,30,16,73.86
5,30,17,62.71
5,30,18,49.27
5,30,19,23.15
5,30,20,0.00
5,30,21,0.00
5,30,22,0.00
5,30,23,0.00
5,30,24,0.00
5,31,1,0.00
5,31,2,0.00
5,31,3,0.00
5,31,4,0.00
5,31,5,0.00
5,31,6,0.00
5,31,7,0.00
5,31,8,29.31
5,31,9,52.05
5,31,10,66.28
5,31,11,72.79
5,31,12,76.97
5,31,13,77.46
5,31,14,79.68
5,31,15,79.66
5,31,16,76.09
5,31,17,70.25
5,31,18,53.26
5,31,19,27.30
5,31,20,0.00
5,31,21,0.00
5,31,22,0.00
5,31,23,0.00
5,31,24,0.00
6,1,1,0.00
6,1,2,0.00
6,1,3,0.00
6,1,4,0.00
6,1,5,0.00
6,1,6,0.00
6,1,7,0.00
6,1,8,19.74
6,1,9,45.03
6,1,10,58.67
6,1,11,71.30
6,1,12,76.19
6,1,13,81.50
6,1,14,78.32
6,1,15,80.12
6,1,16,74.45
6,1,17,60.50
6,1,18,38.56
6,1,19,21.15
6,1,20,0.00
6,1,21,0.00
6,1,22,0.00
6,1,23,0.00
6,1,24,0.00
6,2,1,0.00
6,2,2,0.00
6,2,3,0.00
6,2,4,0.00
6,2,5,0.00
6,2,6,0.00
6,2,7,0.00
6,2,8,25.37
6,2,9,49.89
6,2,10,64.32
6,2,11,74.79
6,2,12,78.52
6,2,13,80.35
6,2,14,77.36
6,2,15,77.36
6,2,16,71.56
6,2,17,62.78
6,2,18,51.79
6,2,19,25.92
6,2,20,0.00
6,2,21,0.00
6,2,22,0.00
6,2,23,0.00
6,2,24,0.00
6,3,1,0.00
6,3,2,0.00
6,3,3,0.00
6,3,4,0.00
6,3,5,0.00
6,3,6,0.00
6,3,7,0.00
6,3,8,29.20
6,3,9,56.80
6,3,10,70.18
6,3,11,77.77
6,3,12,77.20
6,3,13,79.31
6,3,14,79.11
6,3,15,77.66
6,3,16,76.11
6,3,17,67.61
6,3,18,54.81
6,3,19,28.68
6,3,20,0.00
6,3,21,0.00
6,3,22,0.00
6,3,23,0.00
6,3,24,0.00
6,4,1,0.00
6,4,2,0.00
6,4,3,0.00
6,4,4,0.00
6,4,5,0.00
6,4,6,0.00
6,4,7,0.00
6,4,8,29.22
6,4,9,53.01
6,4,10,66.76
6,4,11,74.57
6,4,12,78.89
6,4,13,79.44
6,4,14,79.87
6,4,15,79.49
6,4,16,79.10
6,4,17,73.68
6,4,18,59.81
6,4,19,31.95
6,4,20,0.00
6,4,21,0.00
6,4,22,0.00
6,4,23,0.00
6,4,24,0.00
6,5,1,0.00
6,5,2,0.00
6,5,3,0.00
6,5,4,0.00
6,5,5,0.00
6,5,6,0.00
6,5,7,0.00
6,5,8,25.68
6,5,9,51.46
6,5,10,67.56
6,5,11,75.51
6,5,12,82.02
6,5,13,81.38
6,5,14,79.49
6,5,15,76.17
6,5,16,72.67
6,5,17,57.46
6,5,18,46.50
6,5,19,25.40
6,5,20,0.00
6,5,21,0.00
6,5,22,0.00
6,5,23,0.00
6,5,24,0.00
6,6,1,0.00
6,6,2,0.00
6,6,3,0.00
6,6,4,0.00
6,6,5,0.00
6,6,6,0.00
6,6,7,0.00
6,6,8,23.95
6,6,9,49.21
6,6,10,65.86
6,6,11,75.38
6,6,12,79.91
6,6,13,81.23
6,6,14,80.00
6,6,15,77.30
6,6,16,69.03
6,6,17,58.18
6,6,18,46.09
6,6,19,23.37
6,6,20,0.00
6,6,21,0.00
6,6,22,0.00
6,6,23,0.00
6,6,24,0.00
6,7,1,0.00
6,7,2,0.00
6,7,3,0.00
6,7,4,0.00
6,7,5,0.00
6,7,6,0.00
6,7,7,0.00
6,7,8,22.67
6,7,9,46.26
6,7,10,62.49
6,7,11,72.96
6,7,12,77.91
6,7,13,81.19
6,7,14,80.91
6,7,15,79.73
6,7,16,73.73
6,7,17,63.09
6,7,18,48.19
6,7,19,25.25
6,7,20,0.00
6,7,21,0.00
6,7,22,0.00
6,7,23,0.00
6,7,24,0.00
6,8,1,0.00
6,8,2,0.00
6,8,3,0.00
6,8,4,0.00
6,8,5,0.00
6,8,6,0.00
6,8,7,0.00
6,8,8,35.63
6,8,9,60.17
6,8,10,74.79
6,8,11,81.05
6,8,12,83.77
6,8,13,84.48
6,8,14,83.31
6,8,15,81.02
6,8,16,78.85
6,8,17,72.61
6,8,18,60.02
6,8,19,35.71
6,8,20,0.00
6,8,21,0.00
6,8,22,0.00
6,8,23,0.00
6,8,24,0.00
6,9,1,0.00
6,9,2,0.00
6,9,3,0.00
6,9,4,0.00
6,9,5,0.00
6,9,6,0.00
6,9,7,0.00
6,9,8,26.52
6,9,9,51.81
6,9,10,65.02
6,9,11,73.82
6,9,12,77.99
6,9,13,81.87
6,9,14,78.53
6,9,15,79.09
6,9,16,78.49
6,9,17,69.93
6,9,18,55.91
6,9,19,29.70
6,9,20,0.70
6,9,21,0.00
6,9,22,0.00
6,9,23,0.00
6,9,24,0.00
6,10,1,0.00
6,10,2,0.00
6,10,3,0.00
6,10,4,0.00
6,10,5,0.00
6,10,6,0.00
6,10,7,0.00
6,10,8,28.37
6,10,9,56.12
6,10,10,70.50
6,10,11,77.30
6,10,12,81.15
6,10,13,82.29
6,10,14,80.10
6,10,15,78.99
6,10,16,73.18
6,10,17,65.93
6,10,18,48.09
6,10,19,23.02
6,10,20,0.00
6,10,21,0.00
6,10,22,0.00
6,10,23,0.00
6,10,24,0.00
6,11,1,0.00
6,11,2,0.00
6,11,3,0.00
6,11,4,0.00
6,11,5,0.00
6,11,6,0.00
6,11,7,0.00
6,11,8,20.03
6,11,9,43.44
6,11,10,57.70
6,11,11,72.29
6,11,12,78.48
6,11,13,82.57
6,11,14,81.39
6,11,15,76.30
6,11,16,71.87
6,11,17,57.99
6,11,18,43.35
6,11,19,19.96
6,11,20,0.00
6,11,21,0.00
6,11,22,0.00
6,11,23,0.00
6,11,24,0.00
6,12,1,0.00
6,12,2,0.00
6,12,3,0.00
6,12,4,0.00
6,12,5,0.00
6,12,6,0.00
6,12,7,0.00
6,12,8,24.74
6,12,9,49.81
6,12,10,67.06
6,12,11,76.42
6,12,12,76.55
6,12,13,78.36
6,12,14,77.72
6,12,15,78.71
6,12,16,74.43
6,12,17,65.79
6,12,18,46.39
6,12,19,25.87
6,12,20,0.00
6,12,21,0.00
6,12,22,0.00
6,12,23,0.00
6,12,24,0.00
6,13,1,0.00
6,13,2,0.00
6,13,3,0.00
6,13,4,0.00
6,13,5,0.00
6,13,6,0.00
6,13,7,0.00
6,13,8,27.82
6,13,9,54.23
6,13,10,66.72
6,13,11,74.89
6,13,12,79.96
6,13,13,80.12
6,13,14,78.80
6,13,15,79.41
6,13,16,75.44
6,13,17,66.85
6,13,18,53.93
6,13,19,29.84
6,13,20,0.00
6,13,21,0.00
6,13,22,0.00
6,13,23,0.00
6,13,24,0.00
6,14,1,0.00
6,14,2,0.00
6,14,3,0.00
6,14,4,0.00
6,14,5,0.00
6,14,6,0.00
6,14,7,0.00
6,14,8,30.71
6,14,9,58.61
6,14,10,67.98
6,14,11,73.51
6,14,12,77.89
6,14,13,82.77
6,14,14,82.35
6,14,15,81.18
6,14,16,78.88
6,14,17,72.87
6,14,18,59.74
6,14,19,33.45
6,14,20,0.00
6,14,21,0.00
6,14,22,0.00
6,14,23,0.00
6,14,24,0.00
6,15,1,0.00
6,15,2,0.00
6,15,3,0.00
6,15,4,0.00
6,15,5,0.00
6,15,6,0.00
6,15,7,0.00
6,15,8,22.84
6,15,9,48.18
6,15,10,66.85
6,15,11,73.82
6,15,12,80.17
6,15,13,82.76
6,15,14,82.09
6,15,15,78.89
6,15,16,72.76
6,15,17,62.91
6,15,18,49.24
6,15,19,26.63
6,15,20,0.00
6,15,21,0.00
6,15,22,0.00
6,15,23,0.00
6,15,24,0.00
6,16,1,0.00
6,16,2,0.00
6,16,3,0.00
6,16,4,0.00
6,16,5,0.00
6,16,6,0.00
6,16,7,0.00
6,16,8,21.42
6,16,9,47.00
6,16,10,61.68
6,16,11,74.29
6,16,12,79.51
6,16,13,80.18
6,16,14,79.26
6,16,15,76.59
6,16,16,75.39
6,16,17,65.89
6,16,18,50.01
6,16,19,25.91
6,16,20,0.00
6,16,21,0.00
6,16,22,0.00
6,16,23,0.00
6,16,24,0.00
6,17,1,0.00
6,17,2,0.00
6,17,3,0.00
6,17,4,0.00
6,17,5,0.00
6,17,6,0.00
6,17,7,0.00
6,17,8,26.93
6,17,9,52.01
6,17,10,66.95
6,17,11,76.62
6,17,12,80.81
6,17,13,80.86
6,17,14,80.57
6,17,15,78.44
6,17,16,74.93
6,17,17,67.62
6,17,18,56.79
6,17,19,31.19
6,17,20,0.00
6,17,21,0.00
6,17,22,0.00
6,17,23,0.00
6,17,24,0.00
6,18,1,0.00
6,18,2,0.00
6,18,3,0.00
6,18,4,0.00
6,18,5,0.00
6,18,6,0.00
6,18,7,0.00
6,18,8,15.13
6,18,9,33.87
6,18,10,55.05
6,18,11,67.23
6,18,12,72.22
6,18,13,77.12
6,18,14,80.34
6,18,15,78.18
6,18,16,71.93
6,18,17,59.07
6,18,18,40.14
6,18,19,18.58
6,18,20,0.00
6,18,21,0.00
6,18,22,0.00
6,18,23,0.00
6,18,24,0.00
6,19,1,0.00
6,19,2,0.00
6,19,3,0.00
6,19,4,0.00
6,19,5,0.00
6,19,6,0.00
6,19,7,0.00
6,19,8,11.71
6,19,9,32.51
6,19,10,56.93
6,19,11,70.46
6,19,12,79.11
6,19,13,80.51
6,19,14,81.45
6,19,15,76.47
6,19,16,64.34
6,19,17,51.62
6,19,18,27.02
6,19,19,13.64
6,19,20,0.00
6,19,21,0.00
6,19,22,0.00
6,19,23,0.00
6,19,24,0.00
6,20,1,0.00
6,20,2,0.00
6,20,3,0.00
6,20,4,0.00
6,20,5,0.00
6,20,6,0.00
6,20,7,0.00
6,20,8,18.95
6,20,9,37.11
6,20,10,56.99
6,20,11,70.37
6,20,12,78.59
6,20,13,78.93
6,20,14,77.12
6,20,15,77.38
6,20,16,74.82
6,20,17,63.06
6,20,18,47.79
6,20,19,24.75
6,20,20,0.00
6,20,21,0.00
6,20,22,0.00
6,20,23,0.00
6,20,24,0.00
6,21,1,0.00
6,21,2,0.00
6,21,3,0.00
6,21,4,0.00
6,21,5,0.00
6,21,6,0.00
6,21,7,0.00
6,21,8,11.66
6,21,9,32.27
6,21,10,53.56
6,21,11,68.37
6,21,12,76.61
6,21,13,77.29
6,21,14,79.46
6,21,15,77.16
6,21,16,70.27
6,21,17,59.26
6,21,18,40.53
6,21,19,17.18
6,21,20,0.00
6,21,21,0.00
6,21,22,0.00
6,21,23,0.00
6,21,24,0.00
6,22,1,0.00
6,22,2,0.00
6,22,3,0.00
6,22,4,0.00
6,22,5,0.00
6,22,6,0.00
6,22,7,0.00
6,22,8,8.20
6,22,9,30.10
6,22,10,54.09
6,22,11,67.05
6,22,12,76.95
6,22,13,80.45
6,22,14,80.66
6,22,15,74.65
6,22,16,69.93
6,22,17,55.38
6,22,18,37.54
6,22,19,15.20
6,22,20,0.00
6,22,21,0.00
6,22,22,0.00
6,22,23,0.00
6,22,24,0.00
6,23,1,0.00
6,23,2,0.00
6,23,3,0.00
6,23,4,0.00
6,23,5,0.00
6,23,6,0.00
6,23,7,0.00
6,23,8,8.31
6,23,9,22.83
6,23,10,39.26
6,23,11,56.40
6,23,12,69.12
6,23,13,75.48
6,23,14,79.03
6,23,15,80.03
6,23,16,70.22
6,23,17,55.32
6,23,18,34.25
6,23,19,12.92
6,23,20,0.00
6,23,21,0.00
6,23,22,0.00
6,23,23,0.00
6,23,24,0.00
6,24,1,0.00
6,24,2,0.00
6,24,3,0.00
6,24,4,0.00
6,24,5,0.00
6,24,6,0.00
6,24,7,0.00
6,24,8,16.12
6,24,9,38.96
6,24,10,57.84
6,24,11,68.73
6,24,12,75.62
6,24,13,77.40
