Month,Day,Period,Solar PV
2,28,2,0.00
2,28,3,0.00
2,28,4,0.00
2,28,5,0.00
2,28,6,0.00
2,28,7,0.00
2,28,8,0.00
2,28,9,18.57
2,28,10,33.14
2,28,11,41.17
2,28,12,54.95
2,28,13,63.72
2,28,14,65.66
2,28,15,71.93
2,28,16,70.64
2,28,17,62.26
2,28,18,42.52
2,28,19,12.56
2,28,20,0.00
2,28,21,0.00
2,28,22,0.00
2,28,23,0.00
2,28,24,0.00
3,1,1,0.00
3,1,2,0.00
3,1,3,0.00
3,1,4,0.00
3,1,5,0.00
3,1,6,0.00
3,1,7,0.00
3,1,8,0.00
3,1,9,25.81
3,1,10,48.38
3,1,11,65.60
3,1,12,69.92
3,1,13,72.00
3,1,14,72.41
3,1,15,70.95
3,1,16,65.30
3,1,17,50.89
3,1,18,32.15
3,1,19,8.05
3,1,20,0.00
3,1,21,0.00
3,1,22,0.00
3,1,23,0.00
3,1,24,0.00
3,2,1,0.00
3,2,2,0.00
3,2,3,0.00
3,2,4,0.00
3,2,5,0.00
3,2,6,0.00
3,2,7,0.00
3,2,8,0.00
3,2,9,25.31
3,2,10,55.36
3,2,11,66.15
3,2,12,66.68
3,2,13,72.53
3,2,14,70.52
3,2,15,66.97
3,2,16,60.68
3,2,17,55.22
3,2,18,42.20
3,2,19,11.39
3,2,20,0.00
3,2,21,0.00
3,2,22,0.00
3,2,23,0.00
3,2,24,0.00
3,3,1,0.00
3,3,2,0.00
3,3,3,0.00
3,3,4,0.00
3,3,5,0.00
3,3,6,0.00
3,3,7,0.00
3,3,8,0.00
3,3,9,35.92
3,3,10,60.63
3,3,11,69.65
3,3,12,71.94
3,3,13,71.07
3,3,14,70.99
3,3,15,69.89
3,3,16,69.55
3,3,17,58.47
3,3,18,41.42
3,3,19,14.99
3,3,20,0.00
3,3,21,0.00
3,3,22,0.00
3,3,23,0.00
3,3,24,0.00
3,4,1,0.00
3,4,2,0.00
3,4,3,0.00
3,4,4,0.00
3,4,5,0.00
3,4,6,0.00
3,4,7,0.00
3,4,8,0.00
3,4,9,27.95
3,4,10,49.47
3,4,11,46.07
3,4,12,45.92
3,4,13,54.41
3,4,14,54.12
3,4,15,66.39
3,4,16,72.56
3,4,17,56.33
3,4,18,36.87
3,4,19,15.98
3,4,20,0.00
3,4,21,0.00
3,4,22,0.00
3,4,23,0.00
3,4,24,0.00
3,5,1,0.00
3,5,2,0.00
3,5,3,0.00
3,5,4,0.00
3,5,5,0.00
3,5,6,0.00
3,5,7,0.00
3,5,8,0.00
3,5,9,25.56
3,5,10,59.65
3,5,11,62.17
3,5,12,67.45
3,5,13,66.22
3,5,14,68.68
3,5,15,68.32
3,5,16,62.06
3,5,17,53.01
3,5,18,27.41
3,5,19,7.77
3,5,20,0.00
3,5,21,0.00
3,5,22,0.00
3,5,23,0.00
3,5,24,0.00
3,6,1,0.00
3,6,2,0.00
3,6,3,0.00
3,6,4,0.00
3,6,5,0.00
3,6,6,0.00
3,6,7,0.00
3,6,8,0.00
3,6,9,21.70
3,6,10,38.88
3,6,11,58.36
3,6,12,60.69
3,6,13,63.15
3,6,14,69.32
3,6,15,61.22
3,6,16,70.59
3,6,17,66.86
3,6,18,52.27
3,6,19,13.68
3,6,20,0.00
3,6,21,0.00
3,6,22,0.00
3,6,23,0.00
3,6,24,0.00
3,7,1,0.00
3,7,2,0.00
3,7,3,0.00
3,7,4,0.00
3,7,5,0.00
3,7,6,0.00
3,7,7,0.00
3,7,8,0.00
3,7,9,33.03
3,7,10,56.50
3,7,11,65.00
3,7,12,65.12
3,7,13,65.55
3,7,14,70.60
3,7,15,69.70
3,7,16,60.17
3,7,17,54.62
3,7,18,49.54
3,7,19,17.59
3,7,20,0.00
3,7,21,0.00
3,7,22,0.00
3,7,23,0.00
3,7,24,0.00
3,8,1,0.00
3,8,2,0.00
3,8,3,0.00
3,8,4,0.00
3,8,5,0.00
3,8,6,0.00
3,8,7,0.00
3,8,8,0.00
3,8,9,50.10
3,8,10,74.64
3,8,11,79.57
3,8,12,80.47
3,8,13,80.11
3,8,14,79.79
3,8,15,80.01
3,8,16,79.24
3,8,17,77.74
3,8,18,69.34
3,8,19,26.31
3,8,20,0.00
3,8,21,0.00
3,8,22,0.00
3,8,23,0.00
3,8,24,0.00
3,9,1,0.00
3,9,2,0.00
3,9,3,0.00
3,9,4,0.00
3,9,5,0.00
3,9,6,0.00
3,9,7,0.00
3,9,8,0.00
3,9,9,41.41
3,9,10,66.77
3,9,11,73.33
3,9,12,74.28
3,9,13,73.64
3,9,14,73.82
3,9,15,75.08
3,9,16,72.48
3,9,17,67.39
3,9,18,52.98
3,9,19,19.53
3,9,20,0.00
3,9,21,0.00
3,9,22,0.00
3,9,23,0.00
3,9,24,0.00
3,10,1,0.00
3,10,2,0.00
3,10,3,0.00
3,10,4,0.00
3,10,5,0.00
3,10,6,0.00
3,10,7,0.00
3,10,8,0.93
3,10,9,31.19
3,10,10,10.86
3,10,11,30.14
3,10,12,36.66
3,10,13,22.97
3,10,14,68.71
3,10,15,80.10
3,10,16,38.37
3,10,17,15.71
3,10,18,40.71
3,10,19,8.89
3,10,20,0.00
3,10,21,0.00
3,10,22,0.00
3,10,23,0.00
3,10,24,0.00
3,11,1,0.00
3,11,2,0.00
3,11,3,0.00
3,11,4,0.00
3,11,5,0.00
3,11,6,0.00
3,11,7,0.00
3,11,8,0.00
3,11,9,19.56
3,11,10,23.32
3,11,11,40.72
3,11,12,35.52
3,11,13,46.63
3,11,14,64.70
3,11,15,67.66
3,11,16,52.95
3,11,17,79.61
3,11,18,70.66
3,11,19,25.30
3,11,20,0.00
3,11,21,0.00
3,11,22,0.00
3,11,23,0.00
3,11,24,0.00
3,12,1,0.00
3,12,2,0.00
3,12,3,0.00
3,12,4,0.00
3,12,5,0.00
3,12,6,0.00
3,12,7,0.00
3,12,8,0.00
3,12,9,54.56
3,12,10,76.98
3,12,11,77.41
3,12,12,47.94
3,12,13,50.14
3,12,14,51.92
3,12,15,48.71
3,12,16,47.89
3,12,17,37.84
3,12,18,33.27
3,12,19,14.26
3,12,20,0.00
3,12,21,0.00
3,12,22,0.00
3,12,23,0.00
3,12,24,0.00
3,13,1,0.00
3,13,2,0.00
3,13,3,0.00
3,13,4,0.00
3,13,5,0.00
3,13,6,0.00
3,13,7,0.00
3,13,8,0.00
3,13,9,40.56
3,13,10,56.71
3,13,11,64.17
3,13,12,69.86
3,13,13,71.30
3,13,14,71.39
3,13,15,71.06
3,13,16,71.33
3,13,17,62.69
3,13,18,51.52
3,13,19,18.31
3,13,20,0.00
3,13,21,0.00
3,13,22,0.00
3,13,23,0.00
3,13,24,0.00
3,14,1,0.00
3,14,2,0.00
3,14,3,0.00
3,14,4,0.00
3,14,5,0.00
3,14,6,0.00
3,14,7,0.00
3,14,8,0.00
3,14,9,31.86
3,14,10,48.42
3,14,11,57.59
3,14,12,65.94
3,14,13,63.66
3,14,14,73.81
3,14,15,69.67
3,14,16,67.07
3,14,17,55.42
3,14,18,41.91
3,14,19,17.32
3,14,20,0.00
3,14,21,0.00
3,14,22,0.00
3,14,23,0.00
3,14,24,0.00
3,15,1,0.00
3,15,2,0.00
3,15,3,0.00
3,15,4,0.00
3,15,5,0.00
3,15,6,0.00
3,15,7,0.00
3,15,8,0.00
3,15,9,39.63
3,15,10,57.28
3,15,11,68.93
3,15,12,71.66
3,15,13,74.61
3,15,14,75.91
3,15,15,76.68
3,15,16,72.32
3,15,17,61.33
3,15,18,42.34
3,15,19,13.70
3,15,20,0.00
3,15,21,0.00
3,15,22,0.00
3,15,23,0.00
3,15,24,0.00
3,16,1,0.00
3,16,2,0.00
3,16,3,0.00
3,16,4,0.00
3,16,5,0.00
3,16,6,0.00
3,16,7,0.00
3,16,8,0.00
3,16,9,41.95
3,16,10,64.10
3,16,11,70.79
3,16,12,73.38
3,16,13,72.35
3,16,14,72.35
3,16,15,73.56
3,16,16,71.15
3,16,17,65.33
3,16,18,53.80
3,16,19,18.73
3,16,20,0.00
3,16,21,0.00
3,16,22,0.00
3,16,23,0.00
3,16,24,0.00
3,17,1,0.00
3,17,2,0.00
3,17,3,0.00
3,17,4,0.00
3,17,5,0.00
3,17,6,0.00
3,17,7,0.00
3,17,8,0.60
3,17,9,42.61
3,17,10,68.44
3,17,11,73.22
3,17,12,75.87
3,17,13,75.05
3,17,14,75.33
3,17,15,74.88
3,17,16,73.80
3,17,17,68.96
3,17,18,57.43
3,17,19,21.61
3,17,20,0.00
3,17,21,0.00
3,17,22,0.00
3,17,23,0.00
3,17,24,0.00
3,18,1,0.00
3,18,2,0.00
3,18,3,0.00
3,18,4,0.00
3,18,5,0.00
3,18,6,0.00
3,18,7,0.00
3,18,8,0.00
3,18,9,34.66
3,18,10,58.29
3,18,11,66.33
3,18,12,70.55
3,18,13,71.40
3,18,14,73.80
3,18,15,73.93
3,18,16,71.94
3,18,17,66.01
3,18,18,58.66
3,18,19,22.02
3,18,20,0.00
3,18,21,0.00
3,18,22,0.00
3,18,23,0.00
3,18,24,0.00
3,19,1,0.00
3,19,2,0.00
3,19,3,0.00
3,19,4,0.00
3,19,5,0.00
3,19,6,0.00
3,19,7,0.00
3,19,8,0.91
3,19,9,40.81
3,19,10,63.23
3,19,11,69.59
3,19,12,72.28
3,19,13,72.56
3,19,14,72.57
3,19,15,71.72
3,19,16,71.03
3,19,17,66.36
3,19,18,55.26
3,19,19,21.13
3,19,20,0.00
3,19,21,0.00
3,19,22,0.00
3,19,23,0.00
3,19,24,0.00
3,20,1,0.00
3,20,2,0.00
3,20,3,0.00
3,20,4,0.00
3,20,5,0.00
3,20,6,0.00
3,20,7,0.00
3,20,8,0.79
3,20,9,38.70
3,20,10,67.18
3,20,11,70.61
3,20,12,74.89
3,20,13,77.10
3,20,14,76.87
3,20,15,77.60
3,20,16,75.32
3,20,17,71.70
3,20,18,60.66
3,20,19,22.90
3,20,20,0.00
3,20,21,0.00
3,20,22,0.00
3,20,23,0.00
3,20,24,0.00
3,21,1,0.00
3,21,2,0.00
3,21,3,0.00
3,21,4,0.00
3,21,5,0.00
3,21,6,0.00
3,21,7,0.00
3,21,8,0.86
3,21,9,36.43
3,21,10,60.60
3,21,11,69.70
3,21,12,70.68
3,21,13,73.68
3,21,14,76.22
3,21,15,76.31
3,21,16,72.51
3,21,17,69.46
3,21,18,53.77
3,21,19,19.65
3,21,20,0.00
3,21,21,0.00
3,21,22,0.00
3,21,23,0.00
3,21,24,0.00
3,22,1,0.00
3,22,2,0.00
3,22,3,0.00
3,22,4,0.00
3,22,5,0.00
3,22,6,0.00
3,22,7,0.00
3,22,8,0.99
3,22,9,39.62
3,22,10,64.05
3,22,11,70.50
3,22,12,74.75
3,22,13,75.18
3,22,14,75.62
3,22,15,73.31
3,22,16,70.25
3,22,17,65.82
3,22,18,50.99
3,22,19,17.29
3,22,20,0.00
3,22,21,0.00
3,22,22,0.00
3,22,23,0.00
3,22,24,0.00
3,23,1,0.00
3,23,2,0.00
3,23,3,0.00
3,23,4,0.00
3,23,5,0.00
3,23,6,0.00
3,23,7,0.00
3,23,8,1.13
3,23,9,52.21
3,23,10,75.65
3,23,11,80.48
3,23,12,82.51
3,23,13,82.36
3,23,14,82.15
3,23,15,83.04
3,23,16,82.46
3,23,17,79.74
3,23,18,73.63
3,23,19,32.07
3,23,20,0.00
3,23,21,0.00
3,23,22,0.00
3,23,23,0.00
3,23,24,0.00
3,24,1,0.00
3,24,2,0.00
3,24,3,0.00
3,24,4,0.00
3,24,5,0.00
3,24,6,0.00
3,24,7,0.00
3,24,8,0.99
3,24,9,33.33
3,24,10,48.55
3,24,11,56.47
3,24,12,62.65
3,24,13,66.20
3,24,14,65.27
3,24,15,64.29
3,24,16,59.52
3,24,17,51.46
3,24,18,32.45
3,24,19,10.33
3,24,20,0.00
3,24,21,0.00
3,24,22,0.00
3,24,23,0.00
3,24,24,0.00
3,25,1,0.00
3,25,2,0.00
3,25,3,0.00
3,25,4,0.00
3,25,5,0.00
3,25,6,0.00
3,25,7,0.00
3,25,8,1.38
3,25,9,53.01
3,25,10,73.22
3,25,11,79.52
3,25,12,81.26
3,25,13,81.57
3,25,14,80.75
3,25,15,80.95
3,25,16,79.62
3,25,17,74.13
3,25,18,63.10
3,25,19,23.46
3,25,20,0.00
3,25,21,0.00
3,25,22,0.00
3,25,23,0.00
3,25,24,0.00
3,26,1,0.00
3,26,2,0.00
3,26,3,0.00
3,26,4,0.00
3,26,5,0.00
3,26,6,0.00
3,26,7,0.00
3,26,8,1.51
3,26,9,45.35
3,26,10,64.83
3,26,11,73.48
3,26,12,75.43
3,26,13,78.70
3,26,14,79.07
3,26,15,78.88
3,26,16,75.10
3,26,17,69.30
3,26,18,56.43
3,26,19,22.99
3,26,20,0.00
3,26,21,0.00
3,26,22,0.00
3,26,23,0.00
3,26,24,0.00
3,27,1,0.00
3,27,2,0.00
3,27,3,0.00
3,27,4,0.00
3,27,5,0.00
3,27,6,0.00
3,27,7,0.00
3,27,8,1.68
3,27,9,46.08
3,27,10,67.37
3,27,11,71.71
3,27,12,74.98
3,27,13,75.13
3,27,14,73.84
3,27,15,70.10
3,27,16,69.18
3,27,17,62.98
3,27,18,53.06
3,27,19,20.87
3,27,20,0.00
3,27,21,0.00
3,27,22,0.00
3,27,23,0.00
3,27,24,0.00
3,28,1,0.00
3,28,2,0.00
3,28,3,0.00
3,28,4,0.00
3,28,5,0.00
3,28,6,0.00
3,28,7,0.00
3,28,8,1.60
3,28,9,39.63
3,28,10,61.26
3,28,11,70.92
3,28,12,76.70
3,28,13,74.26
3,28,14,74.72
3,28,15,74.32
3,28,16,72.64
3,28,17,65.83
3,28,18,51.92
3,28,19,23.50
3,28,20,0.00
3,28,21,0.00
3,28,22,0.00
3,28,23,0.00
3,28,24,0.00
3,29,1,0.00
3,29,2,0.00
3,29,3,0.00
3,29,4,0.00
3,29,5,0.00
3,29,6,0.00
3,29,7,0.00
3,29,8,1.69
3,29,9,31.87
3,29,10,43.86
3,29,11,58.13
3,29,12,63.29
3,29,13,65.21
3,29,14,64.35
3,29,15,63.53
3,29,16,58.04
3,29,17,49.69
3,29,18,32.22
3,29,19,11.01
3,29,20,0.00
3,29,21,0.00
3,29,22,0.00
3,29,23,0.00
3,29,24,0.00
3,30,1,0.00
3,30,2,0.00
3,30,3,0.00
3,30,4,0.00
3,30,5,0.00
3,30,6,0.00
3,30,7,0.00
3,30,8,2.20
3,30,9,55.65
3,30,10,74.42
3,30,11,79.39
3,30,12,81.58
3,30,13,79.19
3,30,14,79.30
3,30,15,79.75
3,30,16,77.88
3,30,17,70.98
3,30,18,57.49
3,30,19,23.68
3,30,20,0.00
3,30,21,0.00
3,30,22,0.00
3,30,23,0.00
3,30,24,0.00
3,31,1,0.00
3,31,2,0.00
3,31,3,0.00
3,31,4,0.00
3,31,5,0.00
3,31,6,0.00
3,31,7,0.00
3,31,8,2.27
3,31,9,51.66
3,31,10,70.74
3,31,11,76.42
3,31,12,78.47
3,31,13,78.26
3,31,14,78.25
3,31,15,78.15
3,31,16,75.70
3,31,17,71.12
3,31,18,58.23
3,31,19,24.12
3,31,20,0.00
3,31,21,0.00
3,31,22,0.00
3,31,23,0.00
3,31,24,0.00
4,1,1,0.00
4,1,2,0.00
4,1,3,0.00
4,1,4,0.00
4,1,5,0.00
4,1,6,0.00
4,1,7,0.00
4,1,8,16.43
4,1,9,50.35
4,1,10,65.02
4,1,11,72.30
4,1,12,76.33
4,1,13,78.61
4,1,14,79.62
4,1,15,79.09
4,1,16,77.23
4,1,17,73.55
4,1,18,59.92
4,1,19,26.51
4,1,20,0.00
4,1,21,0.00
4,1,22,0.00
4,1,23,0.00
4,1,24,0.00
4,2,1,0.00
4,2,2,0.00
4,2,3,0.00
4,2,4,0.00
4,2,5,0.00
4,2,6,0.00
4,2,7,0.00
4,2,8,20.07
4,2,9,63.26
4,2,10,75.38
4,2,11,80.51
4,2,12,82.51
4,2,13,82.57
4,2,14,82.79
4,2,15,81.87
4,2,16,80.45
4,2,17,75.94
4,2,18,64.19
4,2,19,28.31
4,2,20,0.00
4,2,21,0.00
4,2,22,0.00
4,2,23,0.00
4,2,24,0.00
4,3,1,0.00
4,3,2,0.00
4,3,3,0.00
4,3,4,0.00
4,3,5,0.00
4,3,6,0.00
4,3,7,0.00
4,3,8,22.15
4,3,9,65.56
4,3,10,77.00
4,3,11,80.31
4,3,12,81.58
4,3,13,81.69
4,3,14,80.71
4,3,15,79.70
4,3,16,77.68
4,3,17,73.07
4,3,18,60.64
4,3,19,26.99
4,3,20,0.00
4,3,21,0.00
4,3,22,0.00
4,3,23,0.00
4,3,24,0.00
4,4,1,0.00
4,4,2,0.00
4,4,3,0.00
4,4,4,0.00
4,4,5,0.00
4,4,6,0.00
4,4,7,0.00
4,4,8,23.24
4,4,9,67.05
4,4,10,78.02
4,4,11,83.39
4,4,12,84.76
4,4,13,84.81
4,4,14,85.13
4,4,15,85.54
4,4,16,84.16
4,4,17,81.50
4,4,18,75.20
4,4,19,35.40
4,4,20,0.00
4,4,21,0.00
4,4,22,0.00
4,4,23,0.00
4,4,24,0.00
4,5,1,0.00
4,5,2,0.00
4,5,3,0.00
4,5,4,0.00
4,5,5,0.00
4,5,6,0.00
4,5,7,0.00
4,5,8,21.48
4,5,9,61.77
4,5,10,73.31
4,5,11,76.78
4,5,12,80.24
4,5,13,78.79
4,5,14,78.74
4,5,15,78.07
4,5,16,74.50
4,5,17,66.87
4,5,18,57.91
4,5,19,29.69
4,5,20,0.00
4,5,21,0.00
4,5,22,0.00
4,5,23,0.00
4,5,24,0.00
4,6,1,0.00
4,6,2,0.00
4,6,3,0.00
4,6,4,0.00
4,6,5,0.00
4,6,6,0.00
4,6,7,0.00
4,6,8,8.70
4,6,9,30.38
4,6,10,52.24
4,6,11,68.75
4,6,12,70.71
4,6,13,73.84
4,6,14,79.87
4,6,15,77.13
4,6,16,71.98
4,6,17,72.03
4,6,18,62.70
4,6,19,24.52
4,6,20,0.00
4,6,21,0.00
4,6,22,0.00
4,6,23,0.00
4,6,24,0.00
4,7,1,0.00
4,7,2,0.00
4,7,3,0.00
4,7,4,0.00
4,7,5,0.00
4,7,6,0.00
4,7,7,0.00
4,7,8,17.03
4,7,9,43.34
4,7,10,54.07
4,7,11,67.66
4,7,12,65.99
4,7,13,71.73
4,7,14,73.00
4,7,15,77.05
4,7,16,73.47
4,7,17,74.86
4,7,18,63.69
4,7,19,26.08
4,7,20,0.00
4,7,21,0.00
4,7,22,0.00
4,7,23,0.00
4,7,24,0.00
4,8,1,0.00
4,8,2,0.00
4,8,3,0.00
4,8,4,0.00
4,8,5,0.00
4,8,6,0.00
4,8,7,0.00
4,8,8,8.27
4,8,9,25.22
4,8,10,44.54
4,8,11,59.08
4,8,12,64.99
4,8,13,67.13
4,8,14,65.83
4,8,15,66.60
4,8,16,60.71
4,8,17,50.59
4,8,18,33.99
4,8,19,12.75
4,8,20,0.00
4,8,21,0.00
4,8,22,0.00
4,8,23,0.00
4,8,24,0.00
4,9,1,0.00
4,9,2,0.00
4,9,3,0.00
4,9,4,0.00
4,9,5,0.00
4,9,6,0.00
4,9,7,0.00
4,9,8,25.58
4,9,9,64.77
4,9,10,75.52
4,9,11,81.69
4,9,12,83.50
4,9,13,82.57
4,9,14,82.39
4,9,15,82.19
4,9,16,80.14
4,9,17,75.09
4,9,18,63.53
4,9,19,27.80
4,9,20,0.00
4,9,21,0.00
4,9,22,0.00
4,9,23,0.00
4,9,24,0.00
4,10,1,0.00
4,10,2,0.00
4,10,3,0.00
4,10,4,0.00
4,10,5,0.00
4,10,6,0.00
4,10,7,0.00
4,10,8,19.96
4,10,9,31.47
4,10,10,51.57
4,10,11,72.24
4,10,12,86.08
4,10,13,69.30
4,10,14,59.68
4,10,15,38.93
4,10,16,18.15
4,10,17,34.85
4,10,18,21.31
4,10,19,12.60
4,10,20,0.00
4,10,21,0.00
4,10,22,0.00
4,10,23,0.00
4,10,24,0.00
4,11,1,0.00
4,11,2,0.00
4,11,3,0.00
4,11,4,0.00
4,11,5,0.00
4,11,6,0.00
4,11,7,0.00
4,11,8,6.71
4,11,9,22.91
4,11,10,42.30
4,11,11,58.82
4,11,12,61.83
4,11,13,75.22
4,11,14,69.11
4,11,15,70.28
4,11,16,70.46
4,11,17,51.69
4,11,18,30.80
4,11,19,19.24
4,11,20,0.00
4,11,21,0.00
4,11,22,0.00
4,11,23,0.00
4,11,24,0.00
4,12,1,0.00
4,12,2,0.00
4,12,3,0.00
4,12,4,0.00
4,12,5,0.00
4,12,6,0.00
4,12,7,0.00
4,12,8,28.40
4,12,9,69.53
4,12,10,79.32
4,12,11,82.87
4,12,12,83.99
4,12,13,83.48
4,12,14,82.68
4,12,15,83.12
4,12,16,81.53
4,12,17,77.34
4,12,18,67.38
4,12,19,31.48
4,12,20,0.00
4,12,21,0.00
4,12,22,0.00
4,12,23,0.00
4,12,24,0.00
4,13,1,0.00
4,13,2,0.00
4,13,3,0.00
4,13,4,0.00
4,13,5,0.00
4,13,6,0.00
4,13,7,0.00
4,13,8,24.08
4,13,9,62.75
4,13,10,75.30
4,13,11,79.60
4,13,12,82.70
4,13,13,81.84
4,13,14,81.50
4,13,15,81.70
4,13,16,78.94
4,13,17,73.88
4,13,18,61.70
4,13,19,28.52
4,13,20,0.00
4,13,21,0.00
4,13,22,0.00
4,13,23,0.00
4,13,24,0.00
4,14,1,0.00
4,14,2,0.00
4,14,3,0.00
4,14,4,0.00
4,14,5,0.00
4,14,6,0.00
4,14,7,0.00
4,14,8,16.60
4,14,9,46.47
4,14,10,62.01
4,14,11,69.90
4,14,12,72.94
4,14,13,73.80
4,14,14,74.04
4,14,15,74.08
4,14,16,72.88
4,14,17,64.93
4,14,18,52.18
4,14,19,21.67
4,14,20,0.00
4,14,21,0.00
4,14,22,0.00
4,14,23,0.00
4,14,24,0.00
4,15,1,0.00
4,15,2,0.00
4,15,3,0.00
4,15,4,0.00
4,15,5,0.00
4,15,6,0.00
4,15,7,0.00
4,15,8,17.64
4,15,9,49.39
4,15,10,63.58
4,15,11,63.18
4,15,12,67.62
4,15,13,73.32
4,15,14,73.50
4,15,15,70.14
4,15,16,69.63
4,15,17,57.21
4,15,18,46.44
4,15,19,24.96
4,15,20,0.00
4,15,21,0.00
4,15,22,0.00
4,15,23,0.00
4,15,24,0.00
4,16,1,0.00
4,16,2,0.00
4,16,3,0.00
4,16,4,0.00
4,16,5,0.00
4,16,6,0.00
4,16,7,0.00
4,16,8,7.03
4,16,9,26.73
4,16,10,77.37
4,16,11,82.16
4,16,12,61.10
4,16,13,70.27
4,16,14,40.48
4,16,15,54.34
4,16,16,36.68
4,16,17,19.78
4,16,18,2.06
4,16,19,0.00
4,16,20,0.00
4,16,21,0.00
4,16,22,0.00
4,16,23,0.00
4,16,24,0.00
4,17,1,0.00
4,17,2,0.00
4,17,3,0.00
4,17,4,0.00
4,17,5,0.00
4,17,6,0.00
4,17,7,0.00
4,17,8,25.41
4,17,9,52.96
4,17,10,65.99
4,17,11,75.00
4,17,12,76.04
4,17,13,76.83
4,17,14,81.56
4,17,15,80.06
4,17,16,77.27
4,17,17,72.68
4,17,18,58.89
4,17,19,27.49
4,17,20,0.00
4,17,21,0.00
4,17,22,0.00
4,17,23,0.00
4,17,24,0.00
4,18,1,0.00
4,18,2,0.00
4,18,3,0.00
4,18,4,0.00
4,18,5,0.00
4,18,6,0.00
4,18,7,0.00
4,18,8,26.41
4,18,9,62.33
4,18,10,74.30
4,18,11,79.37
4,18,12,81.13
4,18,13,82.21
4,18,14,82.61
4,18,15,80.53
4,18,16,77.94
4,18,17,74.69
4,18,18,62.14
4,18,19,30.30
4,18,20,0.00
4,18,21,0.00
4,18,22,0.00
4,18,23,0.00
4,18,24,0.00
4,19,1,0.00
4,19,2,0.00
4,19,3,0.00
4,19,4,0.00
4,19,5,0.00
4,19,6,0.00
4,19,7,0.00
4,19,8,21.06
4,19,9,55.77
4,19,10,71.40
4,19,11,73.30
4,19,12,78.45
4,19,13,79.41
4,19,14,79.81
4,19,15,79.33
4,19,16,74.96
4,19,17,67.78
4,19,18,55.42
4,19,19,24.64
4,19,20,0.00
4,19,21,0.00
4,19,22,0.00
4,19,23,0.00
4,19,24,0.00
4,20,1,0.00
4,20,2,0.00
4,20,3,0.00
4,20,4,0.00
4,20,5,0.00
4,20,6,0.00
4,20,7,0.00
4,20,8,26.94
4,20,9,63.40
4,20,10,75.36
4,20,11,80.54
4,20,12,82.93
4,20,13,82.21
4,20,14,82.61
4,20,15,82.59
4,20,16,81.27
4,20,17,74.85
4,20,18,65.62
4,20,19,29.94
4,20,20,0.00
4,20,21,0.00
4,20,22,0.00
4,20,23,0.00
4,20,24,0.00
4,21,1,0.00
4,21,2,0.00
4,21,3,0.00
4,21,4,0.00
4,21,5,0.00
4,21,6,0.00
4,21,7,0.00
4,21,8,15.14
4,21,9,47.14
4,21,10,72.65
4,21,11,67.60
4,21,12,71.96
4,21,13,77.10
4,21,14,77.72
4,21,15,73.01
4,21,16,59.27
4,21,17,54.12
4,21,18,45.84
4,21,19,22.14
4,21,20,0.00
4,21,21,0.00
4,21,22,0.00
4,21,23,0.00
4,21,24,0.00
4,22,1,0.00
4,22,2,0.00
4,22,3,0.00
4,22,4,0.00
4,22,5,0.00
4,22,6,0.00
4,22,7,0.00
4,22,8,19.89
4,22,9,42.90
4,22,10,57.78
4,22,11,68.01
4,22,12,77.08
4,22,13,68.53
4,22,14,67.97
4,22,15,70.98
4,22,16,73.62
4,22,17,65.27
4,22,18,56.01
4,22,19,19.21
4,22,20,0.00
4,22,21,0.00
4,22,22,0.00
4,22,23,0.00
4,22,24,0.00
4,23,1,0.00
4,23,2,0.00
4,23,3,0.00
4,23,4,0.00
4,23,5,0.00
4,23,6,0.00
4,23,7,0.00
4,23,8,16.03
4,23,9,46.78
4,23,10,65.88
4,23,11,75.32
4,23,12,76.90
4,23,13,76.88
4,23,14,74.94
4,23,15,75.52
4,23,16,76.57
4,23,17,71.67
4,23,18,57.28
4,23,19,23.36
4,23,20,0.00
4,23,21,0.00
4,23,22,0.00
4,23,23,0.00
4,23,24,0.00
4,24,1,0.00
4,24,2,0.00
4,24,3,0.00
4,24,4,0.00
4,24,5,0.00
4,24,6,0.00
4,24,7,0.00
4,24,8,21.69
4,24,9,57.72
4,24,10,73.62
4,24,11,78.91
4,24,12,81.58
4,24,13,82.10
4,24,14,77.75
4,24,15,75.09
4,24,16,65.95
4,24,17,53.96
4,24,18,33.82
4,24,19,13.90
4,24,20,0.00
4,24,21,0.00
4,24,22,0.00
4,24,23,0.00
4,24,24,0.00
4,25,1,0.00
4,25,2,0.00
4,25,3,0.00
4,25,4,0.00
4,25,5,0.00
4,25,6,0.00
4,25,7,0.00
4,25,8,31.11
4,25,9,64.51
4,25,10,74.54
4,25,11,79.87
4,25,12,82.42
4,25,13,82.39
4,25,14,82.42
4,25,15,82.29
4,25,16,80.32
4,25,17,75.33
4,25,18,64.44
4,25,19,31.74
4,25,20,0.00
4,25,21,0.00
4,25,22,0.00
4,25,23,0.00
4,25,24,0.00
4,26,1,0.00
4,26,2,0.00
4,26,3,0.00
4,26,4,0.00
4,26,5,0.00
4,26,6,0.00
4,26,7,0.00
4,26,8,9.16
4,26,9,27.51
4,26,10,48.00
4,26,11,63.21
4,26,12,74.25
4,26,13,77.50
4,26,14,76.61
4,26,15,80.08
4,26,16,77.13
4,26,17,74.66
4,26,18,60.97
4,26,19,25.89
4,26,20,0.00
4,26,21,0.00
4,26,22,0.00
4,26,23,0.00
4,26,24,0.00
4,27,1,0.00
4,27,2,0.00
4,27,3,0.00
4,27,4,0.00
4,27,5,0.00
4,27,6,0.00
4,27,7,0.00
